sample,sex,age,cg24488810,cg14143632,cg03481131,cg00305629,cg14144550,cg14143589,cg04759982,cg06203259,cg13657200,cg10172884,cg19478228,cg20014432,cg14144583,cg00944626,cg21159778,cg12877860
GSM2334449,0,56,,,,0.75042031,,,0.40490377,,0.54232070,,,,,,0.08994127,0.71712123
GSM2334450,1,23,,,,0.82625569,,,0.37021064,,0.62065675,,,,,,0.01791577,0.67880452
GSM2334451,1,36,,,,0.80259786,,,0.36840929,,0.61843756,,,,,,0.09053128,0.70926892
GSM2334452,1,23,,,,0.78190943,,,0.41511127,,0.61924019,,,,,,0.06425665,0.71864211
GSM2334453,0,75,,,,0.86207446,,,0.39865748,,0.63299042,,,,,,0.32939466,0.79119636
GSM2334454,1,45,,,,0.77026376,,,0.42858959,,0.55798972,,,,,,0.04079645,0.66419451
GSM2334455,0,80,,,,0.77119031,,,0.34276800,,0.60455465,,,,,,0.02369280,0.59987720
GSM2334456,0,17,,,,0.79726443,,,0.40641839,,0.63293556,,,,,,0.04583933,0.68413755
GSM2334457,1,71,,,,0.79335543,,,0.40827847,,0.59378106,,,,,,0.17912798,0.77616425
GSM2334458,0,49,,,,0.81911997,,,0.41420885,,0.58519698,,,,,,0.11305870,0.72213391
GSM2334459,1,42,,,,0.77380890,,,0.40810475,,0.57790278,,,,,,0.08958847,0.73357463
GSM2334460,0,17,,,,0.85641324,,,0.35844846,,0.65829467,,,,,,0.01507552,0.69113406
GSM2334461,1,73,,,,0.78535577,,,0.37094417,,0.60762582,,,,,,0.16540077,0.73839033
GSM2334462,0,40,,,,0.81422348,,,0.39348320,,0.58821158,,,,,,0.12994212,0.69158223
GSM2334463,0,22,,,,0.83831798,,,0.40959045,,0.63590233,,,,,,0.04139016,0.70293938
GSM2334465,1,19,,,,0.86322329,,,0.39203816,,0.62261858,,,,,,0.10770310,0.76506500
GSM2334466,1,62,,,,0.79854897,,,0.39840037,,0.58714133,,,,,,0.16454894,0.72261252
GSM2334467,0,32,,,,0.70124636,,,0.37923757,,0.58157078,,,,,,0.02686447,0.64801386
GSM2334468,1,16,,,,0.81137695,,,0.39579987,,0.65087307,,,,,,0.02310643,0.69676864
GSM2334469,0,40,,,,0.72361394,,,0.44043969,,0.56197938,,,,,,0.10031768,0.70645352
GSM2334470,0,59,,,,0.83890039,,,0.40969653,,0.60372746,,,,,,0.13899343,0.75033908
GSM2334471,1,47,,,,0.83549047,,,0.39416886,,0.62260377,,,,,,0.11937906,0.76855562
GSM2334472,1,39,,,,0.79463586,,,0.40146602,,0.60182319,,,,,,0.03091210,0.68321618
GSM2334473,1,46,,,,0.75933589,,,0.38589526,,0.57608104,,,,,,0.08508522,0.68698431
GSM2334474,0,68,,,,0.76907336,,,0.37381565,,0.54783402,,,,,,0.13334387,0.71168123
GSM2334475,1,16,,,,0.85392571,,,0.39008798,,0.65331264,,,,,,0.02300958,0.71508928
GSM2334476,1,21,,,,0.83777830,,,0.40071130,,0.63843911,,,,,,0.04944919,0.74047011
GSM2334477,1,40,,,,0.86931708,,,0.35546618,,0.63133529,,,,,,0.06133165,0.74089153
GSM2334478,1,70,,,,0.81428955,,,0.43963154,,0.55903246,,,,,,0.27279722,0.75056296
GSM2334479,0,55,,,,0.74487344,,,0.40526048,,0.54155087,,,,,,0.13971664,0.73466532
GSM2334480,0,67,,,,0.83615962,,,0.35913568,,0.60990456,,,,,,0.24812423,0.76134395
GSM2334481,0,45,,,,0.74364245,,,0.36021183,,0.58737268,,,,,,0.04090375,0.68685105
GSM2334482,0,54,,,,0.80011024,,,0.40410263,,0.54755086,,,,,,0.09504231,0.71219866
GSM2334483,0,64,,,,0.81017004,,,0.39640160,,0.57225470,,,,,,0.09809012,0.70627415
GSM2334484,1,16,,,,0.91233629,,,0.38341247,,0.72841347,,,,,,0.01965692,0.73713822
GSM2334485,1,51,,,,0.80879190,,,0.40654928,,0.60387536,,,,,,0.11654576,0.76496065
GSM2334486,1,35,,,,0.74525558,,,0.41866519,,0.62934204,,,,,,0.16614793,0.75254997
GSM2334487,1,23,,,,0.78141211,,,0.35421121,,0.58015399,,,,,,0.04105761,0.70913315
GSM2334488,1,78,,,,0.61873233,,,0.36363846,,0.48979019,,,,,,0.16089910,0.68647328
GSM2334489,1,37,,,,0.80533217,,,0.37378163,,0.63634120,,,,,,0.18381217,0.72831543
GSM2334490,0,16,,,,0.84674866,,,0.38087727,,0.66720855,,,,,,0.02112828,0.66862443
GSM2334491,0,44,,,,0.82318648,,,0.37044777,,0.60427731,,,,,,0.06864404,0.70796324
GSM2334492,1,61,,,,0.81113577,,,0.39716753,,0.58275989,,,,,,0.08706141,0.73464496
GSM2334493,1,37,,,,0.77829960,,,0.36731105,,0.57867863,,,,,,0.08698856,0.71194453
GSM2334494,0,19,,,,0.89149366,,,0.34751479,,0.69831032,,,,,,0.03360209,0.72281877
GSM2334495,0,38,,,,0.73376810,,,0.39437367,,0.56473096,,,,,,0.02131546,0.70174125
GSM2334496,1,71,,,,0.77361327,,,0.45839076,,0.59134166,,,,,,0.17948479,0.77987022
GSM2334497,1,15,,,,0.91101366,,,0.36916023,,0.70402313,,,,,,0.02750577,0.73222893
GSM2334498,1,41,,,,0.80342563,,,0.40490226,,0.61903512,,,,,,0.09488277,0.71902451
GSM2334499,0,70,,,,0.77388804,,,0.40740430,,0.57680153,,,,,,0.26797057,0.74743782
GSM2334500,1,18,,,,0.79954429,,,0.36469422,,0.61211594,,,,,,0.02398581,0.66278061
GSM2334501,0,78,,,,0.77615546,,,0.36787635,,0.57307480,,,,,,0.07758950,0.70305596
GSM2334502,0,61,,,,0.79042333,,,0.43257567,,0.58364243,,,,,,0.11558710,0.71230906
GSM2334503,1,80,,,,0.82648600,,,0.34493240,,0.59439787,,,,,,0.28159065,0.77032146
GSM2334504,1,38,,,,0.86887849,,,0.37532703,,0.64316843,,,,,,0.03352065,0.71421742
GSM2334505,0,43,,,,0.75931364,,,0.38558918,,0.58422604,,,,,,0.11266191,0.71982502
GSM2334506,1,66,,,,0.78160869,,,0.37052128,,0.56952865,,,,,,0.16840658,0.72963114
GSM2334507,1,74,,,,0.77470503,,,0.40305931,,0.58955869,,,,,,0.29294808,0.76133795
GSM2334508,1,80,,,,0.79918570,,,0.39212476,,0.56221314,,,,,,0.29516136,0.76928349
GSM2334509,1,18,,,,0.78900196,,,0.38272461,,0.64324600,,,,,,0.02222992,0.69026182
GSM2334510,0,84,,,,0.48219649,,,0.36104193,,0.39559937,,,,,,0.04590804,0.68526960
GSM2334511,1,58,,,,0.79309392,,,0.40125674,,0.63153921,,,,,,0.07081347,0.72928008
GSM2334513,0,20,,,,0.76482724,,,0.43448718,,0.62278168,,,,,,0.02670562,0.70028690
GSM2334514,1,76,,,,0.77926796,,,0.33485076,,0.52176929,,,,,,0.08547077,0.65791550
GSM2334515,1,74,,,,0.79082778,,,0.40379032,,0.63184496,,,,,,0.14518584,0.72489531
GSM2334516,0,83,,,,0.77952068,,,0.43462952,,0.56281662,,,,,,0.30568920,0.74962336
GSM2334517,0,72,,,,0.67587986,,,0.37994644,,0.49548532,,,,,,0.20559619,0.70928209
GSM2334518,0,24,,,,0.84261495,,,0.38980639,,0.65892076,,,,,,0.04540963,0.70023783
GSM2334519,0,87,,,,0.72417764,,,0.37394313,,0.44642705,,,,,,0.13469768,0.60938646
GSM2334520,1,81,,,,0.78100217,,,0.41001505,,0.55892464,,,,,,0.33111120,0.76188333
GSM2334521,1,40,,,,0.82230079,,,0.33912941,,0.59801576,,,,,,0.04539407,0.68381792
GSM2334522,0,34,,,,0.75234616,,,0.36454854,,0.61256546,,,,,,0.18146517,0.76571738
GSM2334523,0,61,,,,0.70660965,,,0.37497608,,0.52632493,,,,,,0.09814768,0.69458214
GSM2334524,1,18,,,,0.83012127,,,0.36810275,,0.65411353,,,,,,0.02198749,0.66520316
GSM2334525,0,58,,,,0.85740335,,,0.39005271,,0.60636298,,,,,,0.15814608,0.77442500
GSM2334526,1,23,,,,0.84202475,,,0.38456114,,0.65428958,,,,,,0.01099264,0.70706373
GSM2334527,0,33,,,,0.77670524,,,0.36196498,,0.59971049,,,,,,0.02866811,0.72314122
GSM2334528,1,30,,,,0.78632328,,,0.38839522,,0.62926883,,,,,,0.07000937,0.74829519
GSM2334529,1,63,,,,0.81283922,,,0.39564778,,0.63890624,,,,,,0.28331902,0.77100467
GSM2334530,1,88,,,,0.79964511,,,0.39129399,,0.59481930,,,,,,0.09565865,0.75604997
GSM2334531,0,22,,,,0.81987860,,,0.36974141,,0.68386528,,,,,,0.01980035,0.70937451
GSM2334532,0,15,,,,0.87311427,,,0.37891357,,0.69591296,,,,,,0.02557944,0.68452125
GSM2334533,1,53,,,,0.78912167,,,0.36742612,,0.59638197,,,,,,0.04958763,0.69911050
GSM2334534,1,45,,,,0.81567068,,,0.36914900,,0.59523247,,,,,,0.07065933,0.73252989
GSM2334535,1,54,,,,0.77587289,,,0.35474586,,0.58534095,,,,,,0.11828353,0.71924175
GSM2334536,1,63,,,,0.86230503,,,0.34176157,,0.60531492,,,,,,0.21741535,0.73897717
GSM2334537,0,54,,,,0.74285890,,,0.41492011,,0.55896709,,,,,,0.10390912,0.72730976
GSM2334538,0,70,,,,0.74920391,,,0.36800875,,0.55357850,,,,,,0.09833225,0.75448202
GSM2334539,1,33,,,,0.89374918,,,0.38802368,,0.66479259,,,,,,0.02054813,0.74191382
GSM2334540,0,79,,,,0.74783318,,,0.42310125,,0.56253929,,,,,,0.28030717,0.73912651
GSM2334541,0,54,,,,0.81227535,,,0.41139755,,0.56717022,,,,,,0.08536358,0.75322776
GSM2334542,1,57,,,,0.79035089,,,0.36826699,,0.59001605,,,,,,0.10922128,0.73661465
GSM2334543,0,83,,,,0.62322332,,,0.42134124,,0.46637904,,,,,,0.32686101,0.76085387
GSM2334544,1,73,,,,0.72944250,,,0.42127641,,0.54964612,,,,,,0.24340747,0.73465960
GSM2334545,0,58,,,,0.85898686,,,0.38252739,,0.63254110,,,,,,0.03692757,0.69652408
GSM2334546,1,80,,,,0.69949154,,,0.38912534,,0.54978947,,,,,,0.22266912,0.73194165
GSM2334547,0,85,,,,0.79636810,,,0.39891208,,0.55409077,,,,,,0.31056317,0.77706143
GSM2334548,1,45,,,,0.71826190,,,0.39542399,,0.53610459,,,,,,0.13641111,0.73608026
GSM2334549,0,15,,,,0.83434909,,,0.39235835,,0.64664411,,,,,,0.02042234,0.72330525
GSM2334550,1,43,,,,0.85456173,,,0.38153808,,0.61181479,,,,,,0.05140602,0.72472151
GSM2334551,1,45,,,,0.75952397,,,0.40997308,,0.59969793,,,,,,0.06977500,0.68401158
GSM2334552,1,45,,,,0.77773458,,,0.35647111,,0.57124016,,,,,,0.11706599,0.73029538
GSM2334553,1,26,,,,0.83889343,,,0.42621731,,0.67598332,,,,,,0.04433582,0.73994514
GSM2334554,0,48,,,,0.70820295,,,0.37580117,,0.49805336,,,,,,0.03868053,0.61070782
GSM2334555,1,49,,,,0.80288239,,,0.38740401,,0.55169021,,,,,,0.04643905,0.68907807
GSM2334556,1,22,,,,0.82436700,,,0.39299402,,0.63905728,,,,,,0.03769370,0.72867616
GSM2334557,0,18,,,,0.89451627,,,0.35731754,,0.67294900,,,,,,0.01435153,0.69458486
GSM2334558,0,33,,,,0.84026743,,,0.37623153,,0.62308925,,,,,,0.02140934,0.71275919
GSM2334559,1,49,,,,0.80470512,,,0.37310524,,0.59276301,,,,,,0.06659330,0.74045472
GSM2334560,0,31,,,,0.82210151,,,0.42614766,,0.61066390,,,,,,0.06242241,0.72567716
GSM2334561,1,55,,,,0.82262297,,,0.39685102,,0.63698470,,,,,,0.12429994,0.72684693
GSM2334562,0,75,,,,0.67247633,,,0.46196732,,0.51405219,,,,,,0.29742212,0.73513352
GSM2334563,0,42,,,,0.82142217,,,0.41754412,,0.58128996,,,,,,0.10468532,0.71197431
GSM2334564,1,49,,,,0.76855919,,,0.39336920,,0.64499119,,,,,,0.16278735,0.78459473
GSM2334565,0,65,,,,0.75386358,,,0.41116835,,0.58101271,,,,,,0.18394500,0.72989682
GSM2334566,1,53,,,,0.80561088,,,0.41204799,,0.58943744,,,,,,0.08321509,0.72609424
GSM2334567,1,60,,,,0.80973019,,,0.44276293,,0.62219577,,,,,,0.29892631,0.76023851
GSM2334568,1,70,,,,0.66531966,,,0.40733869,,0.47559328,,,,,,0.12201142,0.73505915
GSM2334569,1,16,,,,0.87050370,,,0.37068898,,0.64579691,,,,,,0.02350497,0.70689026
GSM2334570,1,71,,,,0.64728768,,,0.35490149,,0.50804702,,,,,,0.10234960,0.70663472
GSM2334571,1,66,,,,0.68071563,,,0.38064939,,0.51226584,,,,,,0.14261837,0.70968630
GSM2334572,0,20,,,,0.71733130,,,0.38849538,,0.56016999,,,,,,0.02220531,0.62364567
GSM2334573,1,59,,,,0.82056343,,,0.37131729,,0.59811663,,,,,,0.16218938,0.73077837
GSM2334574,1,91,,,,0.77985350,,,0.38798704,,0.56450749,,,,,,0.14466192,0.74872831
GSM2334575,0,80,,,,0.77399028,,,0.42306814,,0.54574879,,,,,,0.21780364,0.76034015
GSM2334576,1,18,,,,0.77111048,,,0.38245495,,0.60211809,,,,,,0.02689383,0.68087368
GSM2334577,1,21,,,,0.85296564,,,0.40401248,,0.65395038,,,,,,0.02920240,0.69849482
GSM2334578,0,16,,,,0.81692681,,,0.37406556,,0.62624452,,,,,,0.02490847,0.66186048
GSM2334579,0,45,,,,0.82283112,,,0.38480324,,0.59868378,,,,,,0.09643322,0.72447658
GSM2334580,0,44,,,,0.80468779,,,0.40117862,,0.57660315,,,,,,0.08770190,0.69114414
GSM2334581,1,82,,,,0.68478151,,,0.36648536,,0.44675032,,,,,,0.26569380,0.69258107
GSM2334582,1,75,,,,0.83016026,,,0.42028344,,0.61120878,,,,,,0.24230500,0.77597318
GSM2334583,1,27,,,,0.84876055,,,0.34547691,,0.66155909,,,,,,0.06859909,0.74248041
GSM2334584,1,21,,,,0.79925427,,,0.40518421,,0.63471169,,,,,,0.02523949,0.71700762
GSM2334585,0,31,,,,0.80246621,,,0.39748442,,0.61284168,,,,,,0.06821612,0.69606699
GSM2334586,1,70,,,,0.73074972,,,0.42378179,,0.56299304,,,,,,0.19860087,0.75053006
GSM2334587,1,48,,,,0.77887309,,,0.41746315,,0.59310702,,,,,,0.14898940,0.80664910
GSM2334588,1,87,,,,0.80727915,,,0.36060094,,0.53285094,,,,,,0.19789058,0.70875520
GSM2334589,0,21,,,,0.81625724,,,0.42584129,,0.61999688,,,,,,0.04179438,0.69582167
GSM2334590,0,77,,,,0.84578855,,,0.37499493,,0.59728605,,,,,,0.10299186,0.77024779
GSM2334591,1,15,,,,0.85380983,,,0.37743822,,0.65801467,,,,,,0.02994524,0.73145859
GSM2334592,0,77,,,,0.74941046,,,0.43402842,,0.56095570,,,,,,0.26914230,0.74930486
GSM2334594,0,74,,,,0.76326386,,,0.40999373,,0.57975139,,,,,,0.28594955,0.77453170
GSM2334595,1,68,,,,0.77540518,,,0.38895879,,0.58270722,,,,,,0.07373511,0.80811326
GSM2334596,1,73,,,,0.75541478,,,0.38185319,,0.53167512,,,,,,0.12668109,0.74976686
GSM2334597,1,16,,,,0.78626306,,,0.39842374,,0.60020620,,,,,,0.02143673,0.73886527
GSM2334598,1,70,,,,0.75194340,,,0.34475127,,0.56021766,,,,,,0.11962001,0.74006434
GSM2334599,0,42,,,,0.77262472,,,0.38165729,,0.56950174,,,,,,0.02961754,0.69182019
GSM2334600,1,72,,,,0.74824619,,,0.39185700,,0.55958886,,,,,,0.21549749,0.77879862
GSM2334601,1,75,,,,0.71774570,,,0.38121975,,0.56035457,,,,,,0.21156434,0.70853123
GSM2334602,1,38,,,,0.81370875,,,0.38659897,,0.62317009,,,,,,0.03905738,0.72297831
GSM2334603,0,44,,,,0.83567346,,,0.32444342,,0.62018539,,,,,,0.01468359,0.70675038
GSM2334604,0,17,,,,0.87250424,,,0.40175059,,0.67227960,,,,,,0.01951203,0.69606721
GSM2334605,0,65,,,,0.88821151,,,0.38578723,,0.61800417,,,,,,0.14134692,0.74386645
GSM2334606,0,64,,,,0.78892361,,,0.36516527,,0.58486407,,,,,,0.22660939,0.75760024
GSM2334607,0,56,,,,0.86079474,,,0.38845407,,0.61824697,,,,,,0.16896743,0.76127990
GSM2334608,1,44,,,,0.85400054,,,0.38081396,,0.60965311,,,,,,0.11458831,0.76833613
GSM2334609,1,63,,,,0.53004136,,,0.34030066,,0.41107293,,,,,,0.04972374,0.59453144
GSM2334610,1,53,,,,0.79954465,,,0.40103641,,0.60253081,,,,,,0.05228678,0.74115061
GSM2334611,1,15,,,,0.89324841,,,0.34594772,,0.69943664,,,,,,0.01455854,0.72884077
GSM2334612,1,77,,,,0.70663612,,,0.43108573,,0.54971462,,,,,,0.20847886,0.73773657
GSM2334613,0,84,,,,0.80028093,,,0.34613564,,0.57260498,,,,,,0.22791426,0.71157255
GSM2334614,1,73,,,,0.77200079,,,0.41732166,,0.57983392,,,,,,0.22270624,0.73847751
GSM2334615,1,38,,,,0.84540553,,,0.37784361,,0.66901796,,,,,,0.00917645,0.73501024
GSM2334616,1,51,,,,0.81053426,,,0.36998237,,0.61237010,,,,,,0.02848333,0.68261356
GSM2334618,0,59,,,,0.84704622,,,0.39591988,,0.63958760,,,,,,0.07269960,0.75300082
GSM2334620,1,86,,,,0.74202745,,,0.39807751,,0.56198965,,,,,,0.30948388,0.75401756
GSM2334621,0,62,,,,0.81121728,,,0.45710824,,0.56217759,,,,,,0.06819462,0.71019630
GSM2334622,0,80,,,,0.83821077,,,0.40549783,,0.59505653,,,,,,0.27578975,0.75517151
GSM2334623,0,56,,,,0.80054044,,,0.40151822,,0.62025361,,,,,,0.07724629,0.75705208
GSM2334624,1,25,,,,0.74734456,,,0.39892337,,0.56068219,,,,,,0.02633168,0.68644573
GSM2334625,0,16,,,,0.92471326,,,0.35884941,,0.74062889,,,,,,0.01476147,0.67782576
GSM2334626,0,16,,,,0.82649470,,,0.37997543,,0.60286694,,,,,,0.01228906,0.69725616
GSM2334627,0,53,,,,0.76754994,,,0.40041962,,0.59551558,,,,,,0.06500643,0.72631784
GSM2334628,1,74,,,,0.74996738,,,0.35385290,,0.57296304,,,,,,0.09435742,0.71452310
GSM2334629,0,52,,,,0.81246455,,,0.36374835,,0.59584589,,,,,,0.10352191,0.71357333
GSM2334630,0,70,,,,0.74669910,,,0.42052818,,0.55375483,,,,,,0.10400889,0.72412234
GSM2334631,0,72,,,,0.80067692,,,0.39034344,,0.57882798,,,,,,0.29478608,0.79743018
GSM2334632,0,54,,,,0.74586179,,,0.39890416,,0.61525278,,,,,,0.17075392,0.76640559
GSM2334633,1,52,,,,0.80457213,,,0.41069603,,0.56889587,,,,,,0.11482785,0.74254311
GSM2334634,1,45,,,,0.90715584,,,0.41839232,,0.64935819,,,,,,0.14442219,0.76693115
GSM2334635,0,68,,,,0.64909519,,,0.40057537,,0.47818331,,,,,,0.19755076,0.74408304
