sample,sex,age,cg27099280,cg02935847,cg11164348,cg12670525,cg21801378,cg16778903,cg25311807,cg15193953,cg07483413,cg09616463,cg15628888,cg02687928,cg20809087,cg01928245,cg06534553,cg16477190,cg16460359,cg01373151,cg03621881,cg11766298,cg03943826,cg10786045
GSM2334175,1,21,,,,0.91448635,0.03065873,0.09858458,0.96233298,0.98189554,0.97716732,0.01891601,,,0.06543463,,0.65414466,0.03310607,0.01836402,0.14650852,0.03608059,,0.10835873,
GSM2334176,1,17,,,,0.93734378,0.02853881,0.06334248,0.93516458,0.97090254,0.97864664,0.02087694,,,0.05170700,,0.62508003,0.03639319,0.01575960,0.10624977,0.03362858,,0.07015784,
GSM2334177,0,50,,,,0.88448034,0.10779428,0.06950535,0.91186306,0.96283362,0.96468639,0.01915923,,,0.12669196,,0.59442548,0.03705445,0.01962526,0.10812460,0.04948336,,0.08563532,
GSM2334178,0,15,,,,0.94465029,0.03216197,0.05978673,0.94817903,0.97806516,0.96862015,0.01779843,,,0.08212664,,0.65285091,0.02554729,0.01352862,0.11066443,0.02180904,,0.08434116,
GSM2334179,0,62,,,,0.90062912,0.10865272,0.06034945,0.90414729,0.97262477,0.96858557,0.02167409,,,0.10241269,,0.63275647,0.05299626,0.01606177,0.11451655,0.06494855,,0.08950553,
GSM2334180,0,28,,,,0.94019552,0.02704381,0.08529424,0.94073873,0.96785725,0.95115434,0.01948952,,,0.03347687,,0.59598174,0.03156409,0.01495968,0.11886192,0.02459498,,0.09343817,
GSM2334181,1,16,,,,0.92227351,0.03759542,0.06003122,0.91500374,0.96848392,0.94693012,0.02105452,,,0.05434935,,0.60054906,0.03457861,0.01548588,0.10451876,0.02717069,,0.10109040,
GSM2334182,1,35,,,,0.92546847,0.07817311,0.07493480,0.94381511,0.97848956,0.96487896,0.01907687,,,0.05897938,,0.63469310,0.03815285,0.01809325,0.10798886,0.02527640,,0.09880638,
GSM2334183,1,50,,,,0.91650606,0.07942940,0.06931581,0.93456534,0.97559289,0.97504583,0.01747040,,,0.07659264,,0.65321997,0.03817399,0.01772591,0.13182091,0.03316365,,0.08345038,
GSM2334184,0,63,,,,0.91803920,0.10650791,0.06473600,0.93055379,0.96941600,0.97749925,0.01417711,,,0.17638459,,0.63948799,0.02867274,0.01393692,0.10315690,0.02175424,,0.07902383,
GSM2334185,0,49,,,,0.92508026,0.06265988,0.06001011,0.94458376,0.95863902,0.97311744,0.02194996,,,0.13736807,,0.59839315,0.03877801,0.01697026,0.10172405,0.02741419,,0.08497986,
GSM2334186,1,34,,,,0.92527765,0.05089650,0.06179100,0.95860554,0.97968986,0.97659426,0.01743724,,,0.11790513,,0.64210500,0.02796641,0.01580743,0.12496603,0.02555249,,0.08778591,
GSM2334187,0,47,,,,0.93991111,0.10152960,0.07278137,0.94300238,0.97315605,0.96294996,0.01799918,,,0.12240145,,0.61708617,0.02897949,0.01654931,0.14233162,0.02388875,,0.06932599,
GSM2334188,1,58,,,,0.90355290,0.09065555,0.06278675,0.92796249,0.96984385,0.96409208,0.01998501,,,0.17410224,,0.60519644,0.03685064,0.01582543,0.10943255,0.05222383,,0.09967175,
GSM2334189,0,71,,,,0.92472242,0.09401605,0.06688060,0.91916247,0.98475331,0.97025561,0.01981859,,,0.11027074,,0.65853621,0.04571374,0.01765179,0.10202686,0.08255942,,0.08828100,
GSM2334190,1,23,,,,0.93071152,0.02995054,0.06031138,0.94627281,0.96406044,0.97633395,0.01885028,,,0.05523879,,0.63041060,0.03305305,0.01501913,0.12174177,0.02657232,,0.08277206,
GSM2334191,0,21,,,,0.93781505,0.03033526,0.06112943,0.93178611,0.97751592,0.97780757,0.01701401,,,0.05997624,,0.62980509,0.03232238,0.01427233,0.11618371,0.03275023,,0.08224716,
GSM2334192,0,17,,,,0.93489459,0.04114978,0.06894202,0.95128213,0.98198847,0.96648216,0.01857456,,,0.04733913,,0.61880011,0.03591959,0.01546883,0.12185758,0.04046281,,0.09402273,
GSM2334193,0,71,,,,0.92249496,0.10225026,0.06201312,0.93649931,0.97465165,0.95993139,0.02249795,,,0.23417359,,0.61516012,0.04138138,0.01880066,0.09194022,0.03845012,,0.10049212,
GSM2334194,0,24,,,,0.92240457,0.04408064,0.07714781,0.92050193,0.98091186,0.97467999,0.01764224,,,0.06966855,,0.58968224,0.03610197,0.01786137,0.12284998,0.03041644,,0.08643953,
GSM2334195,0,29,,,,0.91924703,0.03468985,0.07926627,0.94917025,0.97297037,0.97522449,0.01738904,,,0.07084784,,0.61590005,0.03413066,0.01702075,0.12275790,0.03054773,,0.08289009,
GSM2334196,1,39,,,,0.92677145,0.08476057,0.05689943,0.93718419,0.97676431,0.97801868,0.01993497,,,0.07329066,,0.65637396,0.03264720,0.01657841,0.13618211,0.03420921,,0.10175132,
GSM2334197,1,16,,,,0.94318646,0.04743535,0.06476955,0.95552158,0.98193084,0.97497718,0.01838165,,,0.05658521,,0.65686945,0.03419953,0.01645906,0.14101138,0.03749905,,0.07906220,
GSM2334198,1,52,,,,0.90966340,0.07413955,0.06853559,0.94289104,0.98129225,0.97717405,0.01955499,,,0.08769217,,0.62375440,0.02927871,0.01573919,0.12434863,0.03082085,,0.07688459,
GSM2334199,1,27,,,,0.92714280,0.01954246,0.04236274,0.95938816,0.97710024,0.97762529,0.02034536,,,0.05244701,,0.63218378,0.03749099,0.01287198,0.09680403,0.04311798,,0.06854471,
GSM2334200,1,19,,,,0.93572439,0.02605484,0.07419350,0.91565921,0.95467078,0.92272685,0.02181934,,,0.05580690,,0.60860127,0.04440611,0.02074396,0.11348431,0.03461910,,0.08515117,
GSM2334201,1,33,,,,0.91182613,0.04008924,0.08322721,0.92679101,0.94709574,0.96552218,0.02294203,,,0.03225895,,0.59676327,0.05082978,0.01985547,0.11353283,0.03931791,,0.10657699,
GSM2334202,1,61,,,,0.89955758,0.17373183,0.07197886,0.92143930,0.97626458,0.96308283,0.02116984,,,0.09717144,,0.60309580,0.03746671,0.01762043,0.14275821,0.03012001,,0.09632421,
GSM2334203,1,47,,,,0.93541406,0.07441853,0.04724628,0.95320897,0.98184592,0.97327549,0.01563807,,,0.09340544,,0.63655623,0.03467384,0.01375041,0.13123299,0.05056337,,0.07229161,
GSM2334204,0,19,,,,0.93133289,0.03814885,0.07363411,0.95479913,0.97517832,0.96681736,0.01669043,,,0.05431582,,0.60409184,0.03798885,0.01525914,0.13000152,0.03622704,,0.08384921,
GSM2334205,0,51,,,,0.92720711,0.08029345,0.06647765,0.93542325,0.96435276,0.96474217,0.01840572,,,0.11488543,,0.63112818,0.03422984,0.01531709,0.13548192,0.03298614,,0.08804269,
GSM2334206,1,31,,,,0.92535851,0.04181990,0.05780402,0.96306758,0.97842822,0.97347612,0.01983714,,,0.06724252,,0.62057508,0.04110576,0.01542372,0.12212019,0.03582400,,0.08854168,
GSM2334207,1,21,,,,0.92895226,0.03767996,0.06586577,0.95637096,0.97233746,0.96880549,0.01959846,,,0.05580771,,0.60545147,0.04172347,0.02209611,0.13912707,0.08707955,,0.10549169,
GSM2334208,0,20,,,,0.92875432,0.04102566,0.06347218,0.95168637,0.97971352,0.97306599,0.01807772,,,0.04857878,,0.66632149,0.04180605,0.01598255,0.15028956,0.04897100,,0.07020984,
GSM2334209,1,19,,,,0.91178484,0.03839144,0.06925180,0.89163766,0.94599379,0.96256974,0.02312280,,,0.06986816,,0.56822658,0.03967452,0.01971857,0.10275370,0.04368431,,0.11174065,
GSM2334210,1,20,,,,0.92105608,0.03586908,0.05684201,0.95599049,0.98320822,0.97951995,0.01924254,,,0.06243893,,0.62597850,0.03358330,0.01529795,0.13113799,0.03287855,,0.09426059,
GSM2334211,1,44,,,,0.91101851,0.05391121,0.06342009,0.96120273,0.97843730,0.97168986,0.01846108,,,0.08522954,,0.62487860,0.03520555,0.01807169,0.11460568,0.03156485,,0.10120213,
GSM2334212,0,16,,,,0.92036123,0.03511442,0.05985683,0.96389578,0.97203841,0.97258581,0.01814922,,,0.04726404,,0.62016034,0.03389326,0.01686793,0.13169493,0.04077156,,0.09718644,
GSM2334214,0,61,,,,0.90459689,0.05913455,0.06698245,0.94846456,0.98017789,0.97880925,0.02677527,,,0.10146223,,0.62582436,0.09696099,0.01503655,0.11056928,0.00000000,,0.08921319,
GSM2334215,1,41,,,,0.92961343,0.05170936,0.05408527,0.95000102,0.97795388,0.96960601,0.02396681,,,0.08787431,,0.67732719,0.05071568,0.01943699,0.09306198,0.09653357,,0.08068727,
GSM2334216,1,19,,,,0.88170069,0.03512733,0.05480737,0.95052987,0.98677502,0.98057181,0.02303801,,,0.04432483,,0.61033473,0.10955692,0.01783584,0.13432115,0.00000000,,0.06270126,
GSM2334218,0,48,,,,0.91418044,0.06234032,0.07399122,0.92832241,0.98136229,0.97494833,0.02866637,,,0.04128277,,0.59507881,0.08795640,0.01849469,0.11872985,0.00000000,,0.08100611,
GSM2334220,0,40,,,,0.90228690,0.04799620,0.05787565,0.89853145,0.98034278,0.97315482,0.02045334,,,0.05270487,,0.66062724,0.04344843,0.02029073,0.11371738,0.10794490,,0.09017959,
GSM2334221,0,51,,,,0.92087032,0.03947290,0.05503067,0.95890138,0.98062561,0.96620344,0.02034253,,,0.09324504,,0.65901307,0.04901731,0.01626409,0.13037883,0.07837476,,0.09599022,
GSM2334222,0,15,,,,0.91478403,0.03215833,0.06495394,0.95859074,0.98203164,0.97883635,0.01555609,,,0.04816598,,0.67715166,0.02608741,0.01421482,0.10644245,0.02315931,,0.08048833,
GSM2334223,0,78,,,,0.88831664,0.22042176,0.06527904,0.92424609,0.98358711,0.97704897,0.03368216,,,0.16749974,,0.61752045,0.09795342,0.01804628,0.12826087,0.00000000,,0.08095644,
GSM2334224,0,72,,,,0.89975658,0.05557973,0.06921207,0.94902455,0.98904620,0.98169264,0.02509836,,,0.13149711,,0.59164399,0.09622665,0.01761289,0.13598631,0.00000000,,0.06525177,
GSM2334225,1,61,,,,0.89725351,0.07211365,0.06795748,0.94489294,0.98373295,0.97150566,0.02902482,,,0.06125978,,0.63792486,0.00000000,0.01898302,0.09787495,0.00000000,,0.08998775,
GSM2334226,0,33,,,,0.92539417,0.02513123,0.06057465,0.95494140,0.98593591,0.97891433,0.01487439,,,0.07040109,,0.61255318,0.02836935,0.01232638,0.11851490,0.02027554,,0.06759541,
GSM2334227,0,46,,,,0.91747859,0.03700735,0.07234094,0.93842182,0.98072236,0.96025803,0.01975759,,,0.04984370,,0.65530611,0.03996661,0.01820135,0.08754867,0.05903507,,0.07888383,
GSM2334228,1,81,,,,0.94414850,0.09465746,0.06699897,0.93396435,0.97567634,0.97029015,0.02229797,,,0.34480679,,0.62208445,0.04646786,0.01540927,0.07840618,0.08354762,,0.07888756,
GSM2334229,1,69,,,,0.88146225,0.14295606,0.04429885,0.93183428,0.98416002,0.96317410,0.02104118,,,0.11067068,,0.60129828,0.04384085,0.01506682,0.09492320,0.07920395,,0.09301217,
GSM2334230,0,71,,,,0.89291656,0.10091001,0.05853651,0.94473872,0.98298903,0.97036535,0.02296919,,,0.07104111,,0.62225328,0.06654137,0.01760826,0.09782504,0.12246875,,0.09831805,
GSM2334231,0,77,,,,0.91289825,0.18254945,0.07259172,0.93876400,0.97868617,0.97037118,0.02123484,,,0.20482595,,0.59545674,0.04814838,0.01710528,0.09310833,0.07743995,,0.09534282,
GSM2334232,0,54,,,,0.91325089,0.06166981,0.06585990,0.93719766,0.97648898,0.96313862,0.02203444,,,0.07341900,,0.61156402,0.06015141,0.01753753,0.08365856,0.11961493,,0.08491100,
GSM2334233,1,64,,,,0.89694656,0.08974208,0.06996552,0.92672397,0.98461415,0.96989527,0.01950089,,,0.20478331,,0.65658052,0.04746744,0.01547369,0.11700943,0.09200969,,0.09791826,
GSM2334234,0,25,,,,0.93657707,0.05024999,0.06747063,0.92160280,0.95321973,0.97371161,0.01837136,,,0.08405816,,0.61056599,0.02854313,0.01638794,0.13419174,0.02272365,,0.08911615,
GSM2334235,0,41,,,,0.89069640,0.04892945,0.06276787,0.94662661,0.97061797,0.96138980,0.01907939,,,0.11085246,,0.65102017,0.02905671,0.01281182,0.12060180,0.02316492,,0.09048306,
GSM2334236,1,37,,,,0.91120996,0.09310168,0.05982639,0.92420331,0.97346191,0.95646201,0.02332168,,,0.07177762,,0.62634008,0.04611827,0.01746946,0.08480704,0.07389116,,0.06931731,
GSM2334237,0,26,,,,0.92463214,0.03012882,0.06939884,0.95348686,0.96072109,0.97165530,0.01741819,,,0.07639284,,0.62949423,0.03510867,0.01535376,0.12447059,0.02396155,,0.07768339,
GSM2334238,0,61,,,,0.92122128,0.03603372,0.07043820,0.93401166,0.97835938,0.92884981,0.01853604,,,0.05320172,,0.64225254,0.04593782,0.01632716,0.07801665,0.08204567,,0.09728427,
GSM2334239,1,67,,,,0.93203418,0.11058761,0.07260525,0.94872479,0.98209558,0.96593214,0.01890205,,,0.11191099,,0.62468937,0.03241462,0.01493834,0.12190255,0.03016107,,0.07593005,
GSM2334240,0,37,,,,0.93082055,0.03786129,0.07458079,0.95681472,0.97071605,0.97512584,0.01789295,,,0.05425058,,0.63070023,0.03671624,0.01531015,0.12460339,0.03072988,,0.08065260,
GSM2334241,0,36,,,,0.92671416,0.06461895,0.05717613,0.93443161,0.97983797,0.94683133,0.01732895,,,0.06217158,,0.64615296,0.02999029,0.01568966,0.10397768,0.02685708,,0.10089226,
GSM2334242,0,49,,,,0.91733570,0.06862493,0.06147261,0.95654208,0.98205685,0.96921981,0.01667968,,,0.07641546,,0.64711771,0.02640998,0.01333577,0.10838401,0.02456252,,0.07024241,
GSM2334243,1,59,,,,0.90897694,0.11516289,0.06020147,0.90074410,0.97330193,0.95567032,0.02325478,,,0.10383226,,0.57633950,0.03621338,0.02127034,0.12358826,0.03087346,,0.08566212,
GSM2334244,1,50,,,,0.94437740,0.07318515,0.06623622,0.93698016,0.97413805,0.96273940,0.01882394,,,0.08957541,,0.60124639,0.03098961,0.01938045,0.09481242,0.02901197,,0.10229874,
GSM2334245,1,34,,,,0.91189537,0.04828134,0.06750644,0.95038328,0.95443611,0.96020016,0.01824828,,,0.06435464,,0.63484612,0.03347456,0.01552131,0.11605635,0.03418966,,0.09001520,
GSM2334246,0,51,,,,0.88661960,0.04055114,0.06742541,0.94136728,0.98095315,0.96683111,0.02745144,,,0.04012893,,0.59284692,0.06908746,0.01955817,0.13914385,0.00000000,,0.08583235,
GSM2334247,1,25,,,,0.93187295,0.02510300,0.06238547,0.93219521,0.98209592,0.97378325,0.01433634,,,0.05462982,,0.60596272,0.02955165,0.01409238,0.09692441,0.02949683,,0.07900988,
GSM2334248,0,79,,,,0.92522644,0.10268675,0.07501399,0.95186997,0.98340454,0.96532303,0.02228950,,,0.16383236,,0.60893347,0.06213996,0.01828646,0.09805458,0.11713818,,0.07990910,
GSM2334249,1,31,,,,0.91889743,0.10864601,0.05750494,0.92823495,0.92878740,0.96901171,0.02218402,,,0.12031705,,0.60673213,0.03706940,0.01666460,0.12881701,0.03127181,,0.11272623,
GSM2334250,0,40,,,,0.92436671,0.07342946,0.07067177,0.94132423,0.97446431,0.97250302,0.01727871,,,0.09103319,,0.66246518,0.03079924,0.01513181,0.10450873,0.02680735,,0.08755486,
GSM2334251,1,29,,,,0.94049440,0.03904209,0.07539797,0.96164029,0.98054571,0.97011779,0.01738074,,,0.06287709,,0.68818216,0.03225629,0.01749075,0.12430072,0.02483895,,0.08849348,
GSM2334252,0,63,,,,0.90898648,0.20329592,0.06709230,0.88796728,0.96363928,0.94383543,0.02241915,,,0.20757465,,0.63696510,0.03961513,0.01870574,0.11873044,0.03124925,,0.09147463,
GSM2334253,1,45,,,,0.92611632,0.05255376,0.06973278,0.94616753,0.97617881,0.96705872,0.01605986,,,0.06995888,,0.66342758,0.03181037,0.01693314,0.09699584,0.02835044,,0.08428309,
GSM2334254,0,49,,,,0.91709262,0.08285704,0.07468717,0.94435622,0.96860013,0.97490018,0.01815714,,,0.08600408,,0.62037307,0.03046567,0.01599732,0.10423352,0.02827600,,0.10411969,
GSM2334255,0,42,,,,0.91878525,0.04364386,0.08211814,0.93016878,0.95644895,0.96635245,0.01842028,,,0.07383408,,0.60338272,0.03384470,0.01397463,0.10063210,0.02783219,,0.10147726,
GSM2334256,1,47,,,,0.93255513,0.08662102,0.07113839,0.94697985,0.98279051,0.97141603,0.01558437,,,0.06578500,,0.65839464,0.03267751,0.01583167,0.13931670,0.02254484,,0.08781910,
GSM2334257,0,45,,,,0.90664767,0.09556942,0.06214503,0.93178735,0.97513159,0.95120472,0.01846419,,,0.09496125,,0.62478273,0.03134057,0.01646508,0.11428542,0.03138826,,0.07515778,
GSM2334259,1,72,,,,0.88803149,0.09512392,0.05832862,0.93619138,0.95035198,0.95651977,0.01885821,,,0.16090013,,0.64734313,0.03154977,0.01753761,0.10486137,0.03023845,,0.08109673,
GSM2334260,1,39,,,,0.93451577,0.04508152,0.06944745,0.95543533,0.96920148,0.96664207,0.02025704,,,0.07170086,,0.65610714,0.03233906,0.01560582,0.11335710,0.02505068,,0.08785991,
GSM2334261,0,70,,,,0.91363079,0.15345727,0.06326487,0.91466862,0.94962186,0.95990472,0.02193938,,,0.18429006,,0.57669801,0.04024688,0.01962861,0.12296206,0.03318267,,0.07821940,
GSM2334262,0,15,,,,0.92330091,0.02412611,0.07257819,0.94265755,0.97603510,0.96726799,0.01691587,,,0.03938492,,0.61270119,0.03613664,0.01711870,0.11173741,0.07799688,,0.09787647,
GSM2334263,1,62,,,,0.91084722,0.12918234,0.07060907,0.93734589,0.98448331,0.95964937,0.02415403,,,0.11256193,,0.66059986,0.04476973,0.01911354,0.10861912,0.09570521,,0.08363612,
GSM2334264,0,53,,,,0.93003284,0.05831180,0.06655774,0.94179663,0.97229994,0.96603026,0.01503690,,,0.09351229,,0.61640670,0.02609051,0.01562885,0.11678824,0.01966290,,0.08654194,
GSM2334265,1,31,,,,0.93701115,0.02838443,0.07010234,0.93233397,0.98456583,0.96034883,0.02274988,,,0.04829668,,0.64243792,0.06714201,0.01909982,0.13304644,0.12092199,,0.09386522,
GSM2334266,0,81,,,,0.92856443,0.12067206,0.07331142,0.95860190,0.98360821,0.97363238,0.01517953,,,0.12079420,,0.58993343,0.02610865,0.01458679,0.09232043,0.02141547,,0.07876143,
GSM2334267,1,44,,,,0.88947285,0.03741378,0.06212747,0.93219722,0.97325753,0.96697735,0.01975799,,,0.06388173,,0.63895224,0.04972724,0.01942577,0.10607546,0.06344945,,0.10833030,
GSM2334268,0,69,,,,0.90449215,0.11882206,0.07674312,0.94634481,0.96398846,0.97138794,0.01982242,,,0.12386084,,0.67771638,0.02788378,0.01634168,0.12740762,0.02790828,,0.10457645,
GSM2334270,1,53,,,,0.91489715,0.08612863,0.06871785,0.93463369,0.97231774,0.97534592,0.01982102,,,0.09331774,,0.64578603,0.03804152,0.01567100,0.10224953,0.02960512,,0.10558467,
GSM2334271,0,15,,,,0.91480012,0.03741296,0.07026241,0.94542665,0.97286030,0.97138190,0.01952139,,,0.04771363,,0.63593531,0.03135937,0.01842985,0.12197395,0.03029940,,0.09945971,
GSM2334272,1,55,,,,0.91174448,0.06779736,0.08450129,0.94460879,0.97822740,0.96166808,0.02205154,,,0.15537136,,0.64573392,0.05068700,0.02231010,0.09481237,0.09387867,,0.10327933,
GSM2334273,0,55,,,,0.92984268,0.05819249,0.06034565,0.93657227,0.98622014,0.97438464,0.02043512,,,0.05975821,,0.58460436,0.05295126,0.01741401,0.10180342,0.12619061,,0.07430885,
GSM2334274,1,15,,,,0.94394740,0.04360317,0.07037513,0.96022800,0.97714348,0.97869336,0.01804463,,,0.08160844,,0.63493383,0.02789345,0.01633664,0.11620409,0.02213089,,0.08501004,
GSM2334275,0,41,,,,0.94702772,0.04794555,0.06285396,0.95288722,0.97637790,0.98173072,0.01682685,,,0.06569651,,0.62426912,0.02933160,0.01539446,0.10468001,0.02165116,,0.09034988,
GSM2334276,0,79,,,,0.91700208,0.10657910,0.09558398,0.93280696,0.98646531,0.97095689,0.02409209,,,0.22269107,,0.61801067,0.04693890,0.01876538,0.08940127,0.07832581,,0.09090844,
GSM2334277,1,50,,,,0.90573331,0.09420631,0.06880048,0.92374387,0.98374699,0.96071392,0.01932247,,,0.06859926,,0.58601220,0.03606157,0.01760825,0.11270619,0.05774617,,0.09944284,
GSM2334278,0,75,,,,0.92568396,0.10296989,0.06926548,0.95889108,0.96560875,0.96767121,0.01519006,,,0.21730728,,0.63267481,0.03080965,0.01620756,0.10844178,0.01850039,,0.08943047,
GSM2334279,1,45,,,,0.91674496,0.11354673,0.09614322,0.94184871,0.97989427,0.97386683,0.01852964,,,0.10980854,,0.68307436,0.03681831,0.01800372,0.12031816,0.02797510,,0.12074593,
GSM2334280,1,73,,,,0.90881676,0.12995062,0.06947239,0.94489433,0.96904388,0.97056954,0.02178573,,,0.13066852,,0.63149467,0.03646409,0.01689424,0.11438513,0.07616471,,0.07967406,
GSM2334281,1,75,,,,0.93077546,0.15481475,0.07736917,0.94395468,0.97215565,0.96913822,0.02072005,,,0.19832655,,0.62660789,0.03713473,0.01915109,0.12156310,0.02942087,,0.09841343,
GSM2334282,1,18,,,,0.92831801,0.03920291,0.06422240,0.96437891,0.97751811,0.97238480,0.01804333,,,0.07017374,,0.62036558,0.02696646,0.01430930,0.11941385,0.01966538,,0.08737402,
GSM2334283,0,74,,,,0.94879525,0.12184831,0.08826116,0.92942594,0.97530324,0.96622256,0.01651741,,,0.19864246,,0.66249770,0.02867707,0.01450170,0.11333535,0.02226890,,0.09068242,
GSM2334284,1,65,,,,0.91505526,0.16603586,0.08052367,0.94412609,0.98242957,0.98070445,0.01714322,,,0.24289522,,0.62326569,0.03027229,0.01687130,0.10614139,0.02189170,,0.09559579,
GSM2334285,1,39,,,,0.94209132,0.05593335,0.06139786,0.95989565,0.95969903,0.97334387,0.01649827,,,0.06655827,,0.62070138,0.02828844,0.01490834,0.11302137,0.01958676,,0.09466487,
GSM2334286,0,47,,,,0.90845217,0.04340851,0.07511656,0.89873943,0.96563922,0.95133972,0.02231389,,,0.05259846,,0.58882981,0.04125468,0.02008896,0.12858589,0.03268913,,0.07820757,
GSM2334287,0,57,,,,0.90219517,0.10082491,0.06139340,0.92377998,0.97236281,0.96620593,0.02349097,,,0.10362106,,0.64158040,0.04242111,0.01838490,0.11720303,0.04028133,,0.10212429,
GSM2334288,1,62,,,,0.89706127,0.11774762,0.07968602,0.89027796,0.96700384,0.95688426,0.02077968,,,0.14102459,,0.60232725,0.03182865,0.01762518,0.12265133,0.03228328,,0.09892143,
GSM2334289,1,69,,,,0.86526364,0.13983979,0.07652153,0.88787208,0.97629223,0.97295997,0.02121996,,,0.08596862,,0.64680757,0.06179646,0.01747950,0.14801151,0.09924903,,0.11119766,
GSM2334290,0,70,,,,0.89711355,0.13004596,0.06251483,0.89806502,0.98071052,0.98095961,0.02140813,,,0.11937066,,0.61766094,0.05170020,0.01884815,0.11496978,0.08751571,,0.07767049,
GSM2334291,1,21,,,,0.91019687,0.02414245,0.06972975,0.95308301,0.98560705,0.97520721,0.01534360,,,0.04300281,,0.61586896,0.03905868,0.01418058,0.13189364,0.03308215,,0.07261594,
GSM2334292,0,63,,,,0.88027481,0.13248152,0.08010803,0.92040661,0.95522586,0.94767241,0.01954113,,,0.14483838,,0.58360387,0.03651726,0.01718843,0.11294592,0.03440066,,0.11951158,
GSM2334293,1,17,,,,0.94557033,0.03190928,0.05622893,0.95863887,0.97521888,0.95502457,0.01762274,,,0.05616967,,0.63030948,0.03092502,0.01418773,0.11787211,0.03009485,,0.06469513,
GSM2334294,0,39,,,,0.90814327,0.04221515,0.05940642,0.91688246,0.97597834,0.97635317,0.01748032,,,0.06483128,,0.65629375,0.03164702,0.01457530,0.13424579,0.02638237,,0.07696325,
GSM2334295,1,56,,,,0.92177401,0.08527690,0.06971690,0.90588580,0.98265881,0.97152971,0.02438765,,,0.09575231,,0.62598184,0.07056047,0.01987342,0.10630571,0.00000000,,0.07866953,
GSM2334296,0,75,,,,0.91947788,0.08467507,0.06207322,0.94382752,0.98008689,0.97705683,0.01951863,,,0.10719549,,0.65814715,0.05349772,0.01734984,0.08370193,0.10511016,,0.08404582,
GSM2334297,1,68,,,,0.90698151,0.12340926,0.07008822,0.91787224,0.97044732,0.96006658,0.02204949,,,0.23589238,,0.64231520,0.04025549,0.01776228,0.14404206,0.03115392,,0.11306372,
GSM2334298,1,38,,,,0.93838927,0.03941058,0.05894448,0.95141233,0.97156212,0.97757297,0.01784357,,,0.05360330,,0.61636799,0.03150587,0.01580919,0.10369732,0.02575565,,0.08303470,
GSM2334299,0,53,,,,0.93257884,0.10822229,0.07935959,0.95398218,0.97318449,0.96385787,0.01696721,,,0.09206419,,0.63235788,0.03027556,0.01767756,0.09992195,0.02123347,,0.08104269,
GSM2334300,0,36,,,,0.90752371,0.05644037,0.06220382,0.93132658,0.98395224,0.97094929,0.02016821,,,0.04847522,,0.61460704,0.03884192,0.01499477,0.10774012,0.11504919,,0.08864874,
GSM2334301,0,70,,,,0.91749355,0.13325018,0.07706036,0.94205510,0.97384928,0.97305593,0.01965415,,,0.14467713,,0.63229193,0.03126637,0.01449615,0.11626284,0.02556144,,0.09523089,
GSM2334302,0,67,,,,0.92422185,0.12678314,0.08933411,0.93510183,0.97402927,0.96939648,0.02216512,,,0.16879987,,0.62322407,0.03833613,0.02040025,0.10339861,0.02729544,,0.09758773,
GSM2334303,0,63,,,,0.91153898,0.09398916,0.05822113,0.93316418,0.97398389,0.97034127,0.02234932,,,0.15885365,,0.59445190,0.05258093,0.02051327,0.07862545,0.09707205,,0.08848241,
GSM2334304,1,47,,,,0.90945397,0.07483401,0.07194283,0.95605739,0.98096334,0.97633361,0.02079687,,,0.08847811,,0.65254697,0.03285831,0.01528309,0.10059749,0.02519580,,0.09744002,
GSM2334305,0,44,,,,0.92698054,0.06322800,0.06017255,0.94951518,0.98072520,0.97137075,0.01958774,,,0.08943023,,0.55271731,0.03552674,0.01427789,0.09784288,0.02743414,,0.07077395,
GSM2334306,0,16,,,,0.93975859,0.03753552,0.06928723,0.95479462,0.96675190,0.97273176,0.01836413,,,0.05055347,,0.64094385,0.02841401,0.01571657,0.12441450,0.02355312,,0.07997761,
GSM2334307,1,80,,,,0.90643927,0.09847057,0.06262429,0.92373622,0.98476236,0.97442258,0.02214877,,,0.12455085,,0.61712720,0.05197468,0.01828168,0.11594769,0.07681053,,0.09490399,
GSM2334308,1,69,,,,0.87590810,0.07024209,0.05504580,0.95185909,0.98576689,0.98024891,0.02379955,,,0.10369600,,0.59408714,0.04100050,0.01421155,0.08627860,0.00000000,,0.07470813,
GSM2334309,1,22,,,,0.92184552,0.05063711,0.06376310,0.94094859,0.96574090,0.96773882,0.01690882,,,0.09780905,,0.64632125,0.03220473,0.01394267,0.10628235,0.02584083,,0.07248395,
GSM2334310,1,19,,,,0.93287870,0.03258560,0.05303304,0.94772911,0.97765561,0.97431627,0.01781127,,,0.04794697,,0.63647802,0.03732940,0.01452277,0.12803973,0.02871395,,0.07407150,
GSM2334311,1,76,,,,0.89500227,0.10019700,0.05555033,0.91793812,0.97941809,0.96786596,0.02135584,,,0.17168401,,0.61574307,0.04477127,0.01929041,0.13218563,0.11319726,,0.08089752,
GSM2334312,1,38,,,,0.90297575,0.05848400,0.07357821,0.94495503,0.96758223,0.96617778,0.02047831,,,0.09335860,,0.63963285,0.03451380,0.01808480,0.10177033,0.03112648,,0.09357113,
GSM2334313,1,54,,,,0.88991335,0.07711394,0.06819165,0.90152094,0.98001066,0.93813434,0.02024414,,,0.10094106,,0.61998284,0.03864542,0.01658136,0.09676039,0.09670516,,0.09233224,
