"","age","cg03816707","cg24283270","cg06193004","cg09797971","cg07589968","cg09028204","cg25353142","cg05203217","cg27634724","cg19702785","cg22866937","cg06288351"
"GSM990319",55,0.1681693,0.8887529,0.1913529,0.9431509,0.4743873,0.1821764,0.2520308,0.8977115,0.220852,0.2226449,0.7369296,0.3364186
"GSM990320",59,0.1996508,0.8686976,0.1766855,0.8930418,0.4327436,0.08549585,0.2022131,0.8481217,0.1662065,0.2272485,0.7506186,0.3131117
"GSM990321",59,0.2060836,0.8902643,0.155406,0.9152967,0.445116,0.1282977,0.1840817,0.8773268,0.1372403,0.2232742,0.7274735,0.2712609
"GSM990322",61,0.2594957,0.9093162,0.2101299,0.9427481,0.4386697,0.2480933,0.2210817,0.8546972,0.2124772,0.2712534,0.6639426,0.3330638
"GSM990323",46,0.1753044,0.9051284,0.2380559,0.9108136,0.4657164,0.2152386,0.2787346,0.8586917,0.2473059,0.2174764,0.6865373,0.3433419
"GSM990324",31,0.2927416,0.8976928,0.1671902,0.9196417,0.4420413,0.08399977,0.1946559,0.8900495,0.1561166,0.1659097,0.7138036,0.3277402
"GSM990325",55,0.07802293,0.9075183,0.1608282,0.9369867,0.4091141,0.1136259,0.2083796,0.8349496,0.1922013,0.2152887,0.7429209,0.2978183
"GSM990326",53,0.2803456,0.885112,0.1552414,0.9181124,0.4105349,0.07709128,0.1856687,0.8421068,0.1599921,0.2483075,0.7411278,0.2861579
"GSM990327",42,0.1268919,0.8850496,0.1610657,0.9449955,0.4083263,0.05221274,0.1879445,0.8619893,0.1408601,0.210976,0.7720582,0.2998087
"GSM990328",59,0.1961237,0.8859833,0.1742145,0.9772629,0.4128756,0.1695019,0.1988996,0.9076154,0.1654767,0.213094,0.7208943,0.2862302
"GSM990329",50,0.20995,0.9007994,0.1905309,0.9227048,0.434266,0.1504856,0.208964,0.8503718,0.1881757,0.218979,0.6879805,0.3029528
"GSM990330",52,0.2114787,0.9115223,0.1936242,0.8923976,0.4303232,0.16648572,0.2582377,0.8583055,0.1841369,0.1972699,0.7577754,0.3130738
"GSM990331",45,0.1520403,0.8765501,0.2047096,0.9183498,0.4453573,0.159643,0.2416281,0.8689455,0.2058165,0.2019706,0.7576798,0.3296038
"GSM990332",65,0.2071501,0.8990458,0.1994797,0.9522225,0.4396638,0.1667805,0.2619819,0.8298001,0.1669064,0.2456342,0.7515662,0.3193504
"GSM990333",59,0.18957,0.9025269,0.1552705,0.9072302,0.4562173,0.1647454,0.2286005,0.8566697,0.178144,0.2248259,0.690194,0.3300242
"GSM990334",58,0.1860088,0.8776767,0.2561134,0.9202802,0.4522295,0.2927123,0.2879864,0.850463,0.2873926,0.2752767,0.7379236,0.3545356
"GSM990335",64,0.2291213,0.8871214,0.1631624,0.8949276,0.4184329,0.2133924,0.2186657,0.8642747,0.1999085,0.2234949,0.7412109,0.3043364
"GSM990336",61,0.1684456,0.8921097,0.1684626,0.9125736,0.4447091,0.1684822,0.2294746,0.8146842,0.2142626,0.2183125,0.7276914,0.3190813
"GSM990337",67,0.1386415,0.8546911,0.1728935,0.9358278,0.4304615,0.1011521,0.2023968,0.8703322,0.1713877,0.1981922,0.7502771,0.2910285
"GSM990338",59,0.2927917,0.8994297,0.1807121,0.8877616,0.4374847,0.1350338,0.2117047,0.835143,0.1828931,0.2446336,0.6907347,0.3174987
"GSM990339",58,0.08818568,0.8900018,0.1947309,0.9093184,0.4524277,0.1507903,0.238765,0.8655349,0.1590424,0.2093058,0.746135,0.3111845
"GSM990340",54,0.1654561,0.8913472,0.1868885,0.8406917,0.4647981,0.1459211,0.2248242,0.8713334,0.1666726,0.2254587,0.6092493,0.325653
"GSM990341",57,0.1263352,0.912464,0.1864947,0.9012581,0.4540412,0.17161,0.2139374,0.856833,0.1925906,0.2308011,0.7448521,0.3232577
"GSM990342",60,0.05781952,0.8952847,0.1408902,0.8986717,0.3958722,0.06524432,0.1497623,0.920005,0.1054193,0.2058813,0.7592456,0.2829234
"GSM990343",50,0.142249,0.9159898,0.1810113,0.9359158,0.4373016,0.08360355,0.2267716,0.8482782,0.1677113,0.1914994,0.7118728,0.3154698
"GSM990344",57,0.1116808,0.9021388,0.2139307,0.8972962,0.4502251,0.1727238,0.2416134,0.8600341,0.2347636,0.2120713,0.7423917,0.3346892
"GSM990345",66,0.2027192,0.8969734,0.1636844,0.9328235,0.3953394,0.1232755,0.2017994,0.8814532,0.1743817,0.2307307,0.7349878,0.2910846
"GSM990346",44,0.3445276,0.9007214,0.1719165,0.9257594,0.4293512,0.1315476,0.1976074,0.8471276,0.1639011,0.1742861,0.7469598,0.300224
"GSM990347",62,0.1781787,0.8751935,0.1410301,0.9048814,0.4159142,0.1042599,0.1781769,0.8412825,0.1489249,0.1773501,0.7231535,0.2949009
"GSM990348",76,0.1690069,0.9171701,0.226304,0.9116893,0.4461902,0.196728,0.2387136,0.8722529,0.2029073,0.1959323,0.7573177,0.3276113
"GSM990349",48,0.174301,0.9022379,0.1462568,0.9095539,0.3945236,0.06372046,0.1762476,0.8529952,0.1403183,0.2230537,0.7450687,0.2956922
"GSM990350",46,0.1518023,0.9269269,0.1850144,0.906656,0.4418308,0.09447264,0.2206266,0.9104717,0.1804276,0.1930429,0.7224589,0.3351687
"GSM990351",41,0.2034866,0.9115914,0.207139,0.9211989,0.4569126,0.1099493,0.2517694,0.898132,0.2154911,0.2525028,0.7504488,0.3597099
"GSM990352",59,0.2658512,0.9089607,0.1940975,0.9721801,0.4418548,0.06879576,0.2306841,0.8730481,0.2086146,0.2437264,0.7584335,0.3108551
"GSM990353",52,0.2413402,0.9017708,0.1758251,0.9281927,0.4365969,0.1063754,0.2465781,0.8844299,0.1796284,0.2299584,0.7595494,0.3399377
"GSM990354",50,0.2952848,0.9313447,0.2018836,0.8995622,0.4583973,0.2025861,0.2913052,0.8673756,0.2374798,0.2311477,0.7684039,0.3287089
"GSM990355",45,0.1402525,0.9059613,0.2134627,0.9452872,0.4515381,0.1727453,0.2767901,0.8891213,0.1996603,0.2436277,0.8016694,0.3529908
"GSM990356",52,0.1171242,0.9268832,0.1445758,0.9267308,0.436682,0.05482455,0.2154323,0.920229,0.1478084,0.1450895,0.7815933,0.3184725
"GSM990357",54,0.3904384,0.9087028,0.2121471,0.9658523,0.4586045,0.1483012,0.2639998,0.8954952,0.2071848,0.2169517,0.7698641,0.3283011
"GSM990358",62,0.1814185,0.9067282,0.2550218,0.9757352,0.4402119,0.2718472,0.2879785,0.8914682,0.2499739,0.2406347,0.7291,0.3621902
"GSM990359",62,0.2521067,0.9046856,0.1502714,0.9552193,0.4277019,0.1343824,0.201985,0.9083195,0.1734601,0.2319034,0.7431554,0.3081398
"GSM990360",63,0.3600371,0.924727,0.1998359,0.9817796,0.4493208,0.2391452,0.2568386,0.8784436,0.2187175,0.2466904,0.7773782,0.3366411
"GSM990361",55,0.2412602,0.9107804,0.1893555,0.9536902,0.4050479,0.185783,0.2399815,0.8711677,0.2095652,0.2343648,0.7606022,0.329933
"GSM990362",60,0.237032,0.9146835,0.2124278,0.9320935,0.450404,0.1694036,0.246664,0.8669304,0.2182585,0.2424219,0.7428315,0.3388627
"GSM990363",65,0.2119417,0.9394204,0.2233258,0.9442466,0.4333314,0.1780644,0.2706388,0.9060174,0.2337345,0.2386135,0.7543675,0.3294024
"GSM990364",64,0.2108606,0.9417589,0.2346666,0.8966925,0.4599317,0.1059952,0.2769461,0.8799955,0.1949039,0.2413291,0.7700794,0.3184542
"GSM990365",57,0.2087824,0.9317563,0.1679804,0.9341267,0.4619408,0.1920177,0.288142,0.9217243,0.2164472,0.1993367,0.7017292,0.3263264
"GSM990366",63,0.3073902,0.9269892,0.2026514,0.9404194,0.4421617,0.2108955,0.2450892,0.9128479,0.2337825,0.2641639,0.7602998,0.3198545
"GSM990367",40,0.2094975,0.908181,0.1604793,0.9233825,0.4321681,0.08398891,0.2369233,0.8801921,0.1787063,0.2055916,0.7702538,0.3229677
"GSM990368",57,0.2563565,0.8985675,0.2097888,0.9351541,0.4467841,0.1174905,0.2693877,0.8816476,0.1954084,0.22631,0.77464,0.3233851
"GSM990369",38,0.2204231,0.9165904,0.197642,0.9612947,0.4586596,0.09546418,0.2251613,0.8979093,0.1821026,0.2470907,0.7744895,0.3475352
"GSM990370",64,0.2412104,0.9201992,0.2011728,0.9778665,0.4651563,0.1480848,0.2426369,0.9131189,0.1942845,0.2351841,0.7518269,0.3228483
"GSM990371",59,0.2095803,0.9096119,0.1732834,0.9274718,0.4120831,0.05315461,0.1989117,0.8620518,0.1517396,0.228146,0.7692673,0.3075755
"GSM990372",58,0.2051971,0.9165212,0.1980727,0.9779406,0.434009,0.1257568,0.2450809,0.8748127,0.2013915,0.3274611,0.7719199,0.3107149
"GSM990373",41,0.1710977,0.8960977,0.1802268,0.9128818,0.4138688,0.06761906,0.2063307,0.8556671,0.1596359,0.1870922,0.7647607,0.3003041
"GSM990374",58,0.106346,0.9122332,0.1592817,0.9220887,0.3989798,0.04015337,0.1798667,0.878502,0.1284395,0.1811042,0.7513463,0.3079995
"GSM990375",26,0.09374475,0.897613,0.16343,0.9488071,0.4259228,0.05292613,0.2197691,0.8833781,0.13879,0.1659111,0.7456041,0.3246704
"GSM990376",61,0.1953017,0.9314235,0.1935651,0.9407919,0.4339037,0.09312928,0.2064312,0.8790704,0.1990441,0.2069335,0.778422,0.3275445
"GSM990377",56,0.195264,0.9128647,0.1827954,0.9548942,0.4258192,0.1215921,0.2230334,0.9014248,0.1742978,0.2484524,0.773453,0.3363959
"GSM990378",66,0.1270099,0.9234997,0.1950709,0.9182479,0.4224964,0.1067157,0.2472844,0.8815657,0.1821848,0.2325613,0.7709266,0.2986585
"GSM990379",62,0.1798793,0.9125435,0.1998983,0.9119353,0.4342803,0.07661533,0.2266422,0.9047809,0.1639393,0.2300404,0.6873448,0.2905453
"GSM990380",56,0.2091201,0.9212652,0.1648157,0.938676,0.4253235,0.1896219,0.1824815,0.9031,0.1900248,0.2041881,0.7614927,0.313028
"GSM990381",55,0.2833968,0.9061563,0.1969269,0.8944282,0.4385744,0.07483605,0.2268167,0.8999174,0.1827941,0.2159243,0.7306353,0.3463898
"GSM990382",61,0.1384814,0.9123642,0.1845973,0.9372396,0.4303048,0.07240828,0.1988574,0.889804,0.1629351,0.2351223,0.7955462,0.3151852
"GSM990383",58,0.1533385,0.9239718,0.184737,0.9381145,0.4342608,0.1417111,0.2401452,0.9100414,0.1766527,0.2381446,0.7058771,0.3234223
"GSM990384",53,0.2130455,0.9256228,0.1695284,0.9458705,0.4280612,0.09152015,0.2242284,0.888413,0.1648213,0.2155828,0.7692199,0.3012835
"GSM990385",63,0.2029667,0.9200082,0.2192746,0.8917349,0.42638,0.2088062,0.3052364,0.8934368,0.2342904,0.2580794,0.6939102,0.3274135
"GSM990386",59,0.1538695,0.9193419,0.2076351,0.9026882,0.4215497,0.1245942,0.2403544,0.8733501,0.1802121,0.209332,0.743506,0.3090381
"GSM990387",61,0.1497268,0.9151516,0.1763412,0.9286581,0.4227433,0.070553,0.1986912,0.8683449,0.1653998,0.1910184,0.6603826,0.3090389
"GSM990388",66,0.3067351,0.9213595,0.2594277,0.9480347,0.4548759,0.2486669,0.2937157,0.8749195,0.2537374,0.241732,0.7515835,0.3475983
"GSM990389",65,0.2325655,0.9085476,0.2110076,0.9418306,0.4376153,0.1034677,0.2475983,0.9316826,0.2118408,0.2386318,0.7542347,0.3312222
"GSM990390",58,0.2825385,0.9200572,0.2202094,0.9280028,0.4662332,0.1924423,0.2664681,0.9223588,0.2351127,0.2297167,0.7589483,0.3422004
"GSM990391",43,0.1075444,0.8971624,0.1405652,0.9256661,0.4100532,0.0319185,0.166104,0.914582,0.1221078,0.1817468,0.7829626,0.3034633
"GSM990392",55,0.2424669,0.9148383,0.2036077,0.9444323,0.4281755,0.07516232,0.2180543,0.8917499,0.15256,0.2186341,0.7755917,0.3185752
"GSM990393",47,0.1403801,0.9112507,0.2103225,0.9047319,0.4370337,0.1067974,0.2267232,0.8786774,0.1706569,0.1967345,0.7652618,0.3180145
"GSM990394",50,0.1495693,0.903023,0.150909,0.9313568,0.3934496,0.08384784,0.2022752,0.8874339,0.178754,0.2008185,0.7344379,0.310633
"GSM990395",46,0.1530905,0.9168683,0.1829482,0.923696,0.4444891,0.08827014,0.2192458,0.9018713,0.1852113,0.1955598,0.7416161,0.3411285
"GSM990396",54,0.1013078,0.9424338,0.1930762,0.906899,0.4249383,0.1481515,0.2533609,0.8874741,0.167236,0.1941018,0.7842278,0.3214786
"GSM990397",80,0.1665386,0.9272147,0.1806174,0.9645796,0.4053223,0.1527998,0.2107297,0.8354279,0.1833751,0.242675,0.5630498,0.2878013
"GSM990398",83,0.2859517,0.9135152,0.1752402,0.9396958,0.3815619,0.137651,0.2329617,0.8273349,0.1729446,0.2830194,0.7274357,0.2558251
"GSM990399",77,0.2263849,0.9049863,0.2043165,0.8871225,0.3937687,0.1634716,0.2035216,0.857492,0.1741346,0.2737132,0.5978057,0.2801133
"GSM990400",76,0.1961136,0.9062793,0.2057409,0.9609388,0.4324512,0.1351563,0.2569603,0.9194095,0.1929192,0.2691897,0.7696972,0.3261408
"GSM990401",64,0.1094821,0.9435576,0.1586232,0.9621348,0.3867179,0.03777104,0.19399,0.8813424,0.1409013,0.2145299,0.7582679,0.2949019
"GSM990402",70,0.1302359,0.9120476,0.1699104,0.9447257,0.3786529,0.06673125,0.1931235,0.8327167,0.132417,0.2419054,0.733463,0.2731498
"GSM990403",82,0.4517196,0.940605,0.2066628,0.9597077,0.3907385,0.1886571,0.2646585,0.8722172,0.1886896,0.2204774,0.7030714,0.289164
"GSM990404",58,0.1232269,0.9168735,0.1397977,0.9119305,0.3748665,0.03663076,0.1618074,0.8698318,0.1349663,0.208277,0.7909653,0.2739557
"GSM990405",66,0.1700459,0.9216716,0.2639622,0.851737,0.4051509,0.1387376,0.2683737,0.8772658,0.2401707,0.2494413,0.6806115,0.3186901
"GSM990406",85,0.1375834,0.9375822,0.1578252,0.9869385,0.3746267,0.0635716,0.2078132,0.840385,0.153451,0.2148564,0.731144,0.2712413
"GSM990407",66,0.1700264,0.9367144,0.1940685,0.9649149,0.4514788,0.1901633,0.2651094,0.866885,0.2176855,0.2613191,0.7659805,0.3217403
"GSM990408",69,0.185323,0.8975002,0.1678322,0.9487517,0.4019319,0.04128822,0.2098961,0.8809277,0.1414254,0.2333108,0.7688059,0.3012334
"GSM990409",84,0.1830055,0.9179837,0.2157809,0.9552544,0.4494217,0.1973155,0.2989554,0.8708922,0.2620128,0.2612999,0.7078683,0.3481436
"GSM990410",79,0.09773564,0.9148181,0.1465785,0.9551372,0.3653242,0.03486989,0.1862539,0.8687502,0.1511995,0.222009,0.7685099,0.2671028
"GSM990411",64,0.2105989,0.928564,0.193432,0.9821247,0.3878343,0.08021834,0.2374979,0.8973758,0.1785049,0.1985087,0.7602482,0.2939899
"GSM990412",78,0.1643946,0.9379783,0.2396046,0.9728886,0.4250938,0.0899754,0.2854018,0.8900512,0.2054551,0.2708707,0.6771506,0.3401366
"GSM990413",53,0.1158405,0.9212961,0.2256891,0.9254223,0.4031774,0.1301078,0.2534855,0.9157636,0.1981039,0.2448635,0.7909102,0.2984274
"GSM990414",59,0.1595483,0.9162099,0.1880562,0.9432569,0.4279026,0.09845069,0.2636355,0.8955433,0.2223677,0.2326372,0.7557775,0.3239425
"GSM990415",65,0.1721184,0.9417259,0.1773344,0.9625713,0.4136982,0.1338621,0.2617648,0.8739452,0.2233752,0.2274222,0.7685128,0.3059552
"GSM990416",61,0.2506351,0.9266331,0.1575662,0.964299,0.3939331,0.03145982,0.190674,0.9221265,0.1345146,0.2600281,0.7617112,0.295216
"GSM990417",58,0.1057864,0.9229053,0.1809893,0.9546315,0.4271946,0.05662722,0.2282865,0.9171095,0.1753108,0.1862527,0.7739462,0.3248883
"GSM990418",69,0.1483965,0.9268939,0.203161,0.9802766,0.4382372,0.1104721,0.2310711,0.8870153,0.1851446,0.2386956,0.7081317,0.3215952
"GSM990419",60,0.1159021,0.9229171,0.187329,0.9569889,0.3946315,0.05863172,0.1918275,0.8679531,0.1634674,0.2158103,0.7904403,0.321553
"GSM990420",65,0.09481959,0.9309284,0.1791653,0.9381831,0.3894155,0.04823291,0.1945937,0.8762293,0.1453279,0.2027432,0.7588686,0.2847882
"GSM990421",89,0.1853932,0.91749,0.1814226,0.927691,0.4107989,0.1258323,0.2419757,0.8348505,0.2019038,0.267344,0.7408503,0.2952321
"GSM990422",74,0.1978884,0.952476,0.288369,0.958095,0.5062003,0.1160043,0.3816342,0.8907373,0.2441381,0.2208005,0.8342524,0.4098559
"GSM990423",81,0.379853,0.9811349,0.4137084,0.983183,0.7167953,0.4524844,0.6246096,0.9216385,0.4222556,0.3301336,0.8140128,0.5262861
"GSM990424",68,0.1357327,0.9158579,0.1649521,0.9297944,0.36207,0.08560758,0.2209756,0.8416259,0.1975623,0.2196631,0.7353349,0.2684261
"GSM990425",68,0.1873375,0.9117672,0.2081265,0.9174681,0.4003996,0.09637738,0.2463087,0.9025003,0.1901666,0.2159259,0.7063707,0.3193645
"GSM990426",65,0.1704611,0.9007816,0.1874337,0.9091488,0.3674862,0.1429568,0.2342166,0.8509646,0.1879239,0.193838,0.7219645,0.2870188
"GSM990427",90,0.2265297,0.9120356,0.1644697,0.9707761,0.3886077,0.160625,0.2455112,0.8674126,0.1791814,0.2778334,0.7307522,0.3046014
"GSM990428",66,0.1052785,0.9185743,0.2019324,0.939032,0.3956604,0.07300551,0.2413048,0.8704198,0.1800906,0.2126777,0.6892695,0.2966744
"GSM990429",79,0.3431292,0.9203454,0.1776163,0.9764132,0.3870412,0.1418972,0.2326216,0.8570519,0.1938059,0.2025066,0.7433748,0.279006
"GSM990430",57,0.1501379,0.9171473,0.1728789,0.9680243,0.4095853,0.06394205,0.2029981,0.8821619,0.162507,0.1982258,0.8084714,0.3116239
"GSM990431",76,0.1981187,0.9326298,0.2324282,0.9511604,0.4583973,0.1799806,0.3018807,0.8860489,0.230994,0.2394637,0.708513,0.3318903
"GSM990432",79,0.3617815,0.9287958,0.2072734,0.954733,0.4330239,0.3186144,0.2901288,0.8929744,0.2308179,0.2333347,0.775847,0.3322906
"GSM990433",49,0.1141901,0.925238,0.1350205,0.9855003,0.3998848,0.01892685,0.1817326,0.8978977,0.1415208,0.1759617,0.7826403,0.279561
"GSM990434",92,0.1740867,0.9124888,0.1819667,0.9547234,0.3647713,0.132737,0.217993,0.8357528,0.1921794,0.2590267,0.6751302,0.260616
"GSM990435",66,0.1902094,0.9092119,0.1543549,0.8827183,0.3762352,0.04824806,0.1662807,0.8677368,0.1429825,0.1908372,0.7367934,0.2818002
"GSM990436",59,0.162691,0.9073798,0.1794681,0.9781953,0.3768134,0.1000503,0.2125968,0.8938775,0.165831,0.219445,0.7484905,0.3010158
"GSM990437",76,0.3370842,0.9068092,0.1588185,0.9629772,0.3700295,0.02029229,0.1614868,0.8839821,0.1051916,0.2213702,0.7620466,0.2717233
"GSM990438",56,0.1822863,0.9162559,0.235233,0.9409075,0.4589199,0.1494893,0.2848475,0.9241591,0.2471867,0.2144549,0.7132027,0.3483572
"GSM990439",52,0.0834121,0.9309838,0.1537208,0.9384706,0.379934,0.06886181,0.1900158,0.8704298,0.1421965,0.1980692,0.7664981,0.2926548
"GSM990440",65,0.2631688,0.926283,0.194074,0.9223289,0.4072649,0.1263245,0.2469543,0.8588464,0.1989108,0.2558965,0.7602936,0.3049658
"GSM990441",73,0.1486501,0.90307,0.1743011,0.8835617,0.4186452,0.08877844,0.221719,0.8549181,0.1936566,0.1728977,0.6843594,0.3093825
"GSM990442",65,0.1957489,0.9142531,0.1825859,0.9723288,0.4229542,0.09679925,0.2514355,0.8903232,0.1660477,0.2035227,0.6879525,0.3084799
"GSM990443",84,0.215197,0.9306728,0.1814252,0.914718,0.3981803,0.07465497,0.1786382,0.8703969,0.1744874,0.2905983,0.7433531,0.2756368
"GSM990444",51,0.1024653,0.9183223,0.151871,0.9853408,0.4058414,0.06709305,0.199298,0.8977739,0.1595645,0.1762453,0.7638842,0.3045519
"GSM990445",78,0.2806588,0.9255266,0.1845091,0.9255233,0.3763928,0.1377431,0.226,0.8583191,0.1949909,0.2314659,0.6437008,0.2898797
"GSM990446",53,0.08609285,0.9143729,0.1745648,0.947171,0.39416,0.0597749,0.1964975,0.8956975,0.1381637,0.1925598,0.7578134,0.3057573
"GSM990447",68,0.1814141,0.9132854,0.2035818,0.9523056,0.4695829,0.1036794,0.2363825,0.9094151,0.1748017,0.2499,0.7965413,0.2934207
"GSM990448",52,0.214164,0.9039084,0.1871578,0.9447306,0.4509729,0.1071674,0.2307646,0.9135465,0.191339,0.2297967,0.7361726,0.3590456
"GSM990449",72,0.3891248,0.9305433,0.155176,0.9716009,0.4157258,0.05149935,0.217089,0.8926916,0.1611784,0.2192523,0.6605247,0.2886254
"GSM990450",48,0.2573663,0.9152814,0.2261767,0.9339284,0.4575027,0.07805672,0.2540172,0.8973445,0.1928156,0.1691937,0.697419,0.3370155
"GSM990451",60,0.1521646,0.9114985,0.1992451,0.9410462,0.4217286,0.08858279,0.2359078,0.8926976,0.1753503,0.207075,0.7572501,0.3024269
"GSM990452",61,0.1949574,0.886765,0.1450404,0.9414438,0.3276463,0.08673816,0.2050341,0.8335135,0.1643561,0.432272,0.7323492,0.2600076
"GSM990453",69,0.149785,0.8967398,0.2077089,0.9597086,0.4191988,0.1100091,0.2232053,0.9138936,0.1897496,0.2261257,0.669048,0.3061726
"GSM990454",81,0.1220161,0.891044,0.1497132,0.9387918,0.3465629,0.05626285,0.1848653,0.8487635,0.1510779,0.2470286,0.7401493,0.2860599
"GSM990455",56,0.1383257,0.9206033,0.204192,0.9363211,0.4052793,0.1844777,0.204523,0.8941142,0.200235,0.1934138,0.7941974,0.3375086
"GSM990456",79,0.118596,0.9150032,0.1820964,0.943931,0.3953609,0.1118326,0.2146027,0.8702189,0.1653751,0.2168399,0.6693578,0.308568
"GSM990457",82,0.1465517,0.8854294,0.1927565,0.9217184,0.3696597,0.09468112,0.2101478,0.8518087,0.1710372,0.2912768,0.6936823,0.2835962
"GSM990458",58,0.2708032,0.9340683,0.1970704,0.9197555,0.4350809,0.1875145,0.2552382,0.8830476,0.2229585,0.2217561,0.7189654,0.3207337
"GSM990459",75,0.1759358,0.9084938,0.21519,0.9421209,0.4199615,0.1540306,0.257467,0.8849782,0.2010131,0.2681169,0.7723828,0.3219645
"GSM990460",78,0.2663685,0.90657,0.2124614,0.9142554,0.4154533,0.2346503,0.2589593,0.8696902,0.2312352,0.2486376,0.7188026,0.3242387
"GSM990461",57,0.1802,0.9168029,0.2182656,0.9348513,0.4662426,0.1298542,0.2300176,0.8814005,0.1825022,0.2211561,0.7674887,0.3566411
"GSM990462",70,0.09980763,0.9323115,0.1460612,0.9159087,0.3642079,0.08387832,0.1943738,0.8543918,0.1341949,0.239708,0.6371531,0.2766145
"GSM990463",77,0.3036736,0.9187173,0.2120392,0.9384065,0.456078,0.2069232,0.2810877,0.876295,0.2393972,0.2765916,0.7714133,0.3302433
"GSM990464",56,0.1486993,0.9207293,0.1766398,0.940006,0.4086852,0.07809661,0.2126588,0.859202,0.1573271,0.1951071,0.7383888,0.3184337
"GSM990465",67,0.195153,0.921602,0.1747425,0.9133093,0.4174937,0.07926887,0.2066841,0.8604112,0.1624061,0.2273534,0.6711776,0.3173483
"GSM990466",76,0.06599613,0.8914711,0.1568988,0.9131833,0.3902096,0.06758709,0.1728365,0.837386,0.1539772,0.1958098,0.7150728,0.293547
"GSM990467",89,0.2853849,0.9113156,0.157703,0.9078574,0.3906741,0.08198113,0.188875,0.7954806,0.1313879,0.3140596,0.734713,0.2711848
"GSM990468",69,0.1554323,0.9295062,0.1987609,0.9280621,0.4083707,0.09670238,0.2229268,0.8483505,0.1779666,0.2485203,0.717609,0.3044752
"GSM990469",79,0.1411215,0.9085125,0.1799374,0.9373744,0.3944619,0.09563056,0.2177626,0.8307348,0.1561973,0.2318348,0.7329225,0.2901703
"GSM990470",80,0.1598765,0.9023406,0.1705615,0.9583858,0.3843621,0.1239746,0.2187245,0.8733679,0.1712516,0.2389497,0.7585026,0.3044838
"GSM990471",76,0.04822729,0.9124807,0.105869,0.9415709,0.3466672,0.02309781,0.1384488,0.82669,0.09297661,0.2145802,0.7226713,0.2343142
"GSM990472",48,0.1412844,0.9168621,0.1938403,0.919457,0.4151045,0.08020169,0.2333642,0.875888,0.1569011,0.1747275,0.700021,0.3298757
"GSM990473",61,0.1846653,0.9099348,0.1981766,0.9385332,0.4323241,0.1190692,0.2361327,0.8838735,0.1952404,0.2374792,0.7747598,0.3280298
"GSM990474",52,0.2664932,0.938522,0.1900616,0.9258085,0.4405076,0.1022539,0.2111472,0.8831916,0.1712535,0.2347038,0.7883055,0.3326547
"GSM990475",69,0.1499634,0.9104289,0.1674945,0.894314,0.4047923,0.07881739,0.201345,0.8606372,0.1556612,0.2436142,0.6617337,0.2901366
"GSM990476",41,0.1091644,0.911975,0.1758054,0.9280649,0.42446,0.0939528,0.2067177,0.87979,0.1533748,0.1821294,0.7545578,0.3018643
"GSM990477",69,0.1361807,0.9192158,0.2007074,0.9330804,0.4277833,0.1748289,0.2401273,0.8483727,0.2123493,0.2190277,0.6818652,0.3273732
"GSM990478",65,0.1323024,0.9060695,0.1847025,0.9507805,0.4231574,0.1270898,0.2236339,0.8732147,0.197418,0.2381927,0.7686542,0.3179352
"GSM990479",45,0.2250227,0.9190518,0.1906543,0.9280129,0.4402434,0.1622286,0.269116,0.8805605,0.2142974,0.2049661,0.7605221,0.3062623
"GSM990480",66,0.210864,0.922385,0.1837607,0.9454511,0.4038629,0.05553976,0.1943242,0.8481212,0.1609727,0.1676311,0.7748075,0.2967012
"GSM990481",76,0.29939,0.9314857,0.1672589,0.9156402,0.4186773,0.1999528,0.2508127,0.8944086,0.2033609,0.2373521,0.7430426,0.2996953
"GSM990482",76,0.1318042,0.9076896,0.138975,0.9554533,0.3572746,0.05418162,0.1792358,0.860307,0.1289596,0.1969776,0.7608564,0.2532747
"GSM990483",45,0.1800333,0.9259169,0.1764164,0.9579666,0.4067839,0.1050901,0.222489,0.8942366,0.1816802,0.1838175,0.7688292,0.3015699
"GSM990484",71,0.09435187,0.906812,0.1424144,0.919022,0.2993163,0.02813784,0.1498528,0.8359763,0.1281692,0.1921692,0.5690864,0.2282897
"GSM990485",52,0.1371291,0.8900258,0.2154927,0.8981106,0.4211691,0.1650657,0.2474193,0.8722314,0.1795959,0.2252778,0.6573542,0.3239882
"GSM990486",84,0.1219443,0.9065179,0.1431051,0.9101235,0.384805,0.0894624,0.1844489,0.8400106,0.145178,0.2277257,0.65733,0.2598551
"GSM990487",57,0.1524742,0.903542,0.1967146,0.8839983,0.4309684,0.09105735,0.2406673,0.9143615,0.1607646,0.1942037,0.6772815,0.3514828
"GSM990488",68,0.1453224,0.9184069,0.1977986,0.9141783,0.4130618,0.1112758,0.1954639,0.882416,0.1744958,0.2182136,0.7383404,0.3043
"GSM990489",74,0.1661847,0.9075338,0.1889232,0.9299603,0.4023809,0.07157928,0.1894878,0.8645074,0.1351594,0.2110847,0.6632796,0.2956979
"GSM990490",33,0.2118576,0.9284796,0.2312864,0.946231,0.4502048,0.1413295,0.2545609,0.9238406,0.1698712,0.1934585,0.7694324,0.3319019
"GSM990491",68,0.2967509,0.9256309,0.2209614,0.927973,0.425544,0.2708236,0.287114,0.8916785,0.2674032,0.2595379,0.7277299,0.3184674
"GSM990492",73,0.1404707,0.9229406,0.1791494,0.9436982,0.4355665,0.07420288,0.2182573,0.8768953,0.157318,0.248254,0.7924918,0.2977215
