"","age","cg00532451","cg00311303","cg12209313","cg22942751","cg20630560","cg27264894","cg21543434","cg22370694","cg03981727","cg00251125","cg26037170","cg04140596","cg21683105","cg18159850","cg04843660","cg01816880","cg25622855","cg17745433","cg23630430","cg07600278","cg02268584","cg19746567","cg00901843","cg07382039","cg01765600","cg09853570","cg13107669","cg18494421","cg07922933","cg20775370","cg27394460","cg14661383","cg18857768","cg15618533","cg22850968","cg26940100","cg10770726","cg08621574","cg02281446","cg18329175","cg18261877","cg08794084","cg17602777","cg26273958","cg01084386","cg25222493","cg03054277","cg04850211","cg06190406","cg19401519","cg18477163","cg04924099","cg07198402","cg06637001","cg08262088","cg04193160","cg09636459","cg05794117","cg05844789","cg19789505","cg05706189","cg11852843","cg21407117","cg09411356","cg23644589"
"GSM990341",57,0.9875853,0.8732836,0.9149587,0.8409554,0.664134,0.8911537,0.8710179,0.407391,0.9894463,0.4404201,0.992337,0.7628394,0.7743105,0,0.8047396,0.7762786,0.627292,0.9849402,0.7923805,0.8192047,0.8301181,0.8717569,0.7779278,0.725239,0.7210785,0.8853426,0.7655133,0.8264932,0.6634817,0.8182321,0.6937328,0.02298412,0.8629422,0.8939855,0.9855958,0.7867971,0.9205911,0.7675217,0.992198,0.507963,0.8311819,0.7839424,0.8537316,0.9808103,0.05796648,0.9140958,0.7251652,0.4628374,0.914299,0.7300831,0.4199652,0.7730232,0.8405108,0.007651282,0.8580198,0.4081261,0.7612432,0.826915,0.4983511,0.7897425,0.9758446,0.7601451,0.6946118,0.8026089,0.8906431
"GSM990342",60,0.9695351,0.8852584,0.9288269,0.8970065,0.658126,0.8748017,0.8760961,0.3505611,0.9957041,0.4519388,0.9945285,0.7796156,0.8034368,0,0.8284909,0.8260674,0.6414852,0.934136,0.8562509,0.8060797,0.8907216,0.8741826,0.7738815,0.7538428,0.7772915,0.8994859,0.8028803,0.8361595,0.7492725,0.8756684,0.7151435,0.01581117,0.872108,0.9212872,0.9917908,0.7309046,0.915924,0.8129441,0.996738,0.4825545,0.8589792,0.8123745,0.843248,0.9789397,0.04578258,0.9082986,0.7955312,0.5023835,0.8768992,0.7531177,0.5898613,0.823386,0.7990896,0.01756719,0.8463061,0.4125076,0.8001949,0.801834,0.5339115,0.7620813,0.9773025,0.7703596,0.7529449,0.670397,0.8916784
"GSM990343",50,0.9972461,0.8615667,0.8929432,0.8328977,0.6465037,0.8608509,0.8360952,0.3279996,0.9770256,0.4341748,0.9862003,0.7865292,0.7710687,0,0.7706417,0.7758724,0.5932734,0.9288775,0.8051786,0.7957245,0.9061783,0.8794469,0.7508395,0.6957435,0.7562374,0.8923424,0.8143281,0.8440693,0.7071383,0.8418642,0.6679976,0.0193726,0.8428722,0.9191248,0.9828936,0.774924,0.8323178,0.7966743,0.9843147,0.5528467,0.7673096,0.8125367,0.8446136,0.9570646,0.04811274,0.879576,0.7754903,0.5807044,0.8840159,0.7879858,0.4573935,0.8093541,0.8021066,0.007577753,0.8579793,0.4702583,0.7368973,0.7812498,0.5614049,0.7435042,0.9754,0.7536871,0.712889,0.7865964,0.9254034
"GSM990344",57,0.9885198,0.8753833,0.9011943,0.842344,0.6869262,0.8668635,0.8688153,0.3275276,0.9707927,0.4427232,0.9970325,0.7891496,0.8344936,0,0.7847238,0.7615253,0.6225512,0.9506717,0.7877056,0.8260813,0.8711855,0.9038566,0.7712057,0.8016138,0.7377438,0.9179965,0.8210506,0.8449947,0.6756203,0.8440548,0.6822007,0.01995606,0.8242624,0.9165257,0.9751329,0.8114541,0.8953755,0.7735835,0.9963734,0.5162279,0.8567977,0.7912985,0.8410541,0.9804296,0.06335388,0.8776652,0.8404249,0.5162498,0.864128,0.7183027,0.6476892,0.8037166,0.822392,0.01116827,0.8159761,0.5039688,0.7498011,0.8254559,0.4978729,0.7574753,0.9721543,0.7811593,0.6960278,0.724955,0.8847198
"GSM990345",66,0.9851938,0.8714999,0.9197986,0.8483925,0.6460027,0.8349915,0.8626844,0.3011632,0.9878573,0.4316555,0.9773447,0.782073,0.7561362,0.001973578,0.7938849,0.7846658,0.5997724,0.9377837,0.7277717,0.809787,0.8129908,0.8847803,0.7565265,0.7198331,0.7442568,0.8984775,0.8178318,0.8701609,0.6721626,0.8098115,0.6239124,0.03056739,0.8384053,0.8823489,0.9851474,0.6992585,0.8959733,0.7874551,0.9907739,0.4783979,0.8936781,0.8014417,0.8453036,0.9695866,0.05996881,0.9135708,0.8120526,0.4754056,0.8934804,0.7343187,0.4085085,0.791746,0.7977303,0.009938723,0.843392,0.4707875,0.7409578,0.7958652,0.4848524,0.754682,0.978079,0.8062144,0.7012861,0.7037882,0.8913192
"GSM990346",44,0.991987,0.870962,0.9159942,0.8352945,0.6787576,0.8816666,0.8637872,0.3495291,0.9811642,0.4350731,0.992255,0.744614,0.8066641,0,0.7751945,0.7558443,0.6245229,0.9546403,0.797383,0.8436223,0.8567139,0.9267316,0.7485984,0.7862465,0.7307975,0.9137672,0.7865745,0.8495156,0.705125,0.8364447,0.6989734,0.02719498,0.8547019,0.9030767,0.9961025,0.7170343,0.8658752,0.7842723,0.9866799,0.5560741,0.8439175,0.8049597,0.8346361,0.9845533,0.06053466,0.9113925,0.6592726,0.4774158,0.864814,0.7566019,0.5892344,0.8105461,0.8449479,0.02153005,0.8426004,0.4101619,0.7359635,0.8512835,0.4716633,0.7840553,0.9753356,0.7743492,0.710518,0.6910017,0.895319
"GSM990347",62,0.9859533,0.8746704,0.9331273,0.8444824,0.6692861,0.8876237,0.835427,0.3247272,0.9847978,0.4008737,0.9890144,0.7540572,0.7485332,0.0005505439,0.7561014,0.756975,0.6102467,0.913203,0.8085359,0.8229598,0.8780036,0.8927649,0.7360997,0.7088069,0.719223,0.900421,0.8257066,0.848196,0.7242734,0.8351496,0.6842046,0.02915416,0.8558099,0.9204978,0.9796756,0.7521207,0.8675904,0.7924697,0.9925899,0.4991727,0.8529013,0.8170553,0.811633,0.9572756,0.06343731,0.9145507,0.7224548,0.4263062,0.8792571,0.7322312,0.41528,0.7952788,0.8234808,0.01350991,0.8449667,0.4417569,0.7565557,0.7992107,0.4249787,0.7212062,0.9646354,0.7675077,0.7211727,0.7173197,0.897281
"GSM990348",76,0.994189,0.909543,0.892215,0.8645314,0.6644213,0.859787,0.8295969,0.3703952,0.9880388,0.3865927,0.9950029,0.7902417,0.7309144,0,0.8490889,0.761108,0.6096197,0.9109616,0.8404257,0.7791432,0.827002,0.9040704,0.7466915,0.7022412,0.7023625,0.8836834,0.7887678,0.8631456,0.6536254,0.8683606,0.6562214,0.02422522,0.8338405,0.892527,0.9946586,0.7782125,0.9395646,0.780279,0.9972102,0.484189,0.8424401,0.8082651,0.8294367,0.9928392,0.0609876,0.9107482,0.8535712,0.3173054,0.9151508,0.7438506,0.6874504,0.7690542,0.794442,0.01819007,0.8311133,0.5031035,0.7802187,0.7994861,0.4176412,0.749517,0.9760308,0.7568035,0.6781212,0.7552724,0.880984
"GSM990349",48,0.9931104,0.899588,0.8989024,0.8842093,0.6619378,0.8698869,0.8613183,0.3454983,0.979557,0.4221845,0.9972857,0.7672719,0.8387384,0,0.7566525,0.7883847,0.6164961,0.9659544,0.835439,0.8242943,0.8932286,0.906222,0.753958,0.791566,0.7752342,0.9002768,0.8202596,0.8669506,0.7491916,0.8693534,0.726249,0.03121764,0.8529899,0.9418012,0.9894531,0.7514853,0.8949413,0.7968107,0.9893957,0.5035348,0.8691734,0.8094836,0.8522252,0.9902764,0.06819928,0.8981345,0.7123623,0.5293152,0.9338046,0.7480454,0.6083273,0.8255145,0.8471248,0.002131242,0.8494449,0.4335559,0.7669923,0.8025808,0.5283214,0.7813622,0.9713604,0.8290136,0.7751696,0.723756,0.8945078
"GSM990350",46,0.9907821,0.8805096,0.9300697,0.885545,0.6814102,0.876416,0.8491302,0.3616512,0.9880723,0.4492167,0.9976014,0.7862852,0.7797588,0,0.8094757,0.7861326,0.6570132,0.9655877,0.8243147,0.8300243,0.8660316,0.8859381,0.7705004,0.7453548,0.7700514,0.8833376,0.8075874,0.8616439,0.689688,0.8435209,0.7072024,0.01779204,0.8687349,0.9301083,0.9937331,0.8017796,0.8742067,0.8342266,0.9949991,0.5700316,0.8888176,0.8330993,0.8431301,0.9765169,0.07621368,0.9295878,0.813785,0.6274393,0.9148461,0.7467068,0.2678372,0.8041701,0.8624413,0.01233969,0.8285598,0.4258039,0.7722251,0.8494136,0.5805229,0.780347,0.9925933,0.7919005,0.7450049,0.7562809,0.8968645
"GSM990351",41,0.997677,0.8621033,0.9402357,0.8645137,0.7024776,0.8820924,0.8651761,0.3875895,0.9815117,0.4849601,0.9975517,0.7893295,0.8150278,0,0.8155013,0.7371176,0.6267865,0.9439937,0.7889599,0.8227845,0.8747168,0.8911008,0.7518414,0.7426732,0.7812663,0.913268,0.7906429,0.8629428,0.6778542,0.8320709,0.6548364,0.04455795,0.8667321,0.9101204,0.983799,0.7952413,0.9036344,0.7720875,0.99123,0.5916263,0.9097319,0.81178,0.8495264,0.991944,0.06565125,0.929211,0.855619,0.7026012,0.925009,0.7849869,0.3199394,0.8439348,0.8939068,0.1250474,0.8512486,0.4760535,0.7724371,0.8892967,0.6269488,0.7987939,0.976903,0.7683622,0.7213177,0.7890184,0.9179268
"GSM990352",59,0.9932556,0.8694354,0.9082981,0.8806105,0.6756386,0.8562789,0.8828458,0.3577316,0.991437,0.471352,0.9974849,0.7630265,0.8512532,0.001003434,0.8099655,0.8018715,0.644357,0.9575799,0.8365234,0.8408265,0.8831883,0.9427826,0.7966117,0.7733878,0.7880129,0.9190472,0.8421422,0.8499045,0.7602302,0.837952,0.7241465,0.02666491,0.8658478,0.9286608,0.9869695,0.8045532,0.8954296,0.8184339,0.996795,0.6046544,0.8973249,0.8336817,0.8642693,0.9788223,0.07382646,0.9317062,0.8520724,0.5673304,0.9104852,0.7512697,0.4348889,0.82997,0.8648101,0.007230363,0.8448656,0.5109174,0.7555833,0.8605372,0.5133874,0.8264832,0.9793074,0.7970008,0.7668041,0.7877558,0.8829926
"GSM990353",52,0.9879373,0.8873452,0.9188616,0.8721012,0.7088488,0.8897656,0.8676625,0.4111584,0.9840133,0.4688736,0.9971366,0.7765816,0.8615144,0,0.7957727,0.7561245,0.6486448,0.9612784,0.8293607,0.8141795,0.887342,0.9080687,0.7991557,0.8100005,0.7817034,0.9149503,0.7715148,0.8843934,0.7008857,0.8666731,0.6806768,0.02030748,0.8714614,0.9383167,0.990487,0.8085842,0.8974207,0.7845514,0.9964654,0.5260686,0.8862591,0.8330398,0.862105,0.9828789,0.07141118,0.9299479,0.8226393,0.6399733,0.9103594,0.7667816,0.4550412,0.8273346,0.8600348,0.008749965,0.8648839,0.4761282,0.7710138,0.8606288,0.5939276,0.8222834,0.9910532,0.8082809,0.7425857,0.7927946,0.9001422
"GSM990354",50,0.9945669,0.894117,0.9207539,0.8680393,0.6499846,0.8475692,0.8786267,0.3426716,0.996207,0.4221508,0.9944228,0.7902463,0.8449483,0,0.811464,0.7241097,0.6636615,0.9821083,0.7994082,0.821625,0.8625705,0.9017714,0.7770442,0.7485191,0.7613436,0.9154888,0.7798591,0.8590475,0.637589,0.841782,0.6482921,0.008949965,0.8600527,0.9215736,0.9933602,0.7560103,0.874713,0.7637025,0.9967636,0.5420814,0.8878235,0.8208527,0.8356798,0.9618228,0.06205293,0.9129388,0.7094399,0.5736877,0.8988791,0.7809883,0.457006,0.7826068,0.9044086,0.00321503,0.8235471,0.4736174,0.7770226,0.873638,0.5303328,0.796519,0.9961888,0.7895901,0.6834649,0.7169394,0.885424
"GSM990355",45,0.9920834,0.8489047,0.9309939,0.8927984,0.6541424,0.8695449,0.8590402,0.3726447,0.9892884,0.4576285,0.9966722,0.788407,0.8512847,0,0.8642848,0.7596345,0.6503051,0.9670873,0.8401707,0.8008977,0.8051059,0.9289294,0.7480735,0.7367346,0.7358535,0.893223,0.8104606,0.7939393,0.6867671,0.8408116,0.6162531,0.02348642,0.8513473,0.9246352,0.9885845,0.7477459,0.9328726,0.7986648,0.9977252,0.508531,0.8732369,0.7502661,0.8672494,0.9906402,0.06306595,0.9213361,0.6665182,0.3890276,0.8940169,0.7019587,0.6471771,0.7562087,0.8581222,0.007014529,0.8053309,0.4212587,0.7522574,0.8333964,0.4422777,0.7904422,0.9815187,0.7812128,0.7319586,0.7301874,0.9318541
"GSM990356",52,0.998162,0.8912488,0.8496125,0.8818666,0.6491018,0.8635775,0.861059,0.3121173,0.9966973,0.425642,0.966432,0.7727746,0.7396862,0,0.8552804,0.7582301,0.6094853,0.985773,0.8425618,0.8435816,0.8439407,0.8731059,0.7929038,0.7336618,0.7119236,0.9009727,0.8254356,0.8207092,0.7113168,0.8356717,0.7132034,0.02133248,0.8486836,0.9471835,0.9867812,0.7856476,0.907898,0.7986238,0.9975313,0.4875275,0.8629851,0.7553033,0.8504338,0.9835778,0.05970245,0.9162027,0.7019007,0.4090457,0.903553,0.784693,0.4187054,0.7893454,0.8173096,0.003447357,0.8578117,0.4460366,0.7782655,0.8407377,0.4605324,0.8067229,0.9888297,0.8104864,0.6916447,0.7358877,0.9209931
"GSM990357",54,0.9964736,0.8777559,0.9121516,0.8571528,0.6864277,0.8837061,0.8958347,0.3236858,0.996383,0.3944207,0.9975504,0.7651909,0.799182,0,0.8340884,0.6928088,0.6137739,0.9629496,0.7964118,0.8303596,0.8599752,0.9059166,0.7460266,0.7650471,0.7366921,0.9407017,0.7472873,0.8424814,0.593093,0.8348709,0.6989983,0.0216581,0.8318036,0.8718342,0.996249,0.7897677,0.9044757,0.797901,0.9969286,0.572444,0.9153359,0.8093914,0.8382617,0.9897112,0.06547159,0.9418644,0.7458053,0.5368823,0.9114642,0.751824,0.4354524,0.8215565,0.8508388,0.007544118,0.833849,0.5179473,0.8028831,0.8511434,0.5470434,0.7440153,0.9791229,0.7383139,0.6461082,0.7461956,0.9062966
"GSM990358",62,0.9945112,0.8555605,0.9177392,0.8742568,0.6951651,0.8631815,0.862418,0.3191901,0.9925802,0.457908,0.9942287,0.7794518,0.7803592,0,0.8273223,0.7743515,0.6331033,0.9390437,0.8297372,0.7665266,0.8454432,0.8923459,0.7413785,0.7529988,0.7549419,0.9264828,0.8227627,0.8592174,0.6442465,0.8769292,0.6004125,0.03525135,0.8658388,0.8702771,0.9828619,0.9137949,0.9126934,0.8256603,0.9971554,0.5952777,0.8735703,0.7893877,0.8566537,0.9854196,0.06499355,0.8935048,0.744238,0.7641183,0.8851763,0.7186012,0.3161711,0.8127381,0.8883928,0.01242497,0.8195397,0.3966652,0.7649894,0.8739498,0.6973779,0.7510266,0.9958795,0.7569868,0.6864168,0.8503999,0.9078538
"GSM990359",62,0.9883029,0.85892,0.8922051,0.9043809,0.6243886,0.8679159,0.8653423,0.3539437,0.9947851,0.4519876,0.9976875,0.8002048,0.8348927,0,0.7715739,0.7778015,0.6376238,0.9674668,0.8417259,0.8515465,0.8974888,0.9153056,0.7850429,0.7524905,0.7769222,0.910537,0.8030341,0.8518052,0.7034076,0.8569632,0.7129027,0.0211755,0.8872339,0.9502183,0.9971676,0.7119573,0.8829283,0.812688,0.9942567,0.4995797,0.8862227,0.7935741,0.8743383,0.9945573,0.06999684,0.9112742,0.7633455,0.4961028,0.8967975,0.7616274,0.6236221,0.8258122,0.8533333,0.00891533,0.856282,0.4691135,0.7718279,0.8183405,0.5109723,0.7184747,0.9919202,0.7957645,0.7347005,0.6964168,0.8959773
"GSM990360",63,0.982619,0.8747955,0.9316918,0.9050745,0.66834,0.9153019,0.8797667,0.3424408,0.9966963,0.4192232,0.9981833,0.7554329,0.8255016,0,0.7527215,0.7588506,0.6471311,0.9661978,0.8579141,0.8290591,0.9107686,0.891747,0.7339233,0.7619915,0.7368773,0.9040889,0.8002494,0.8498689,0.6369894,0.8408278,0.6114317,0,0.870014,0.8844901,0.9922305,0.7859998,0.8955848,0.7896734,0.9972879,0.5650729,0.8876193,0.8288903,0.8927589,0.9946619,0.07181765,0.9178501,0.616673,0.5831437,0.8940434,0.7230747,0.438854,0.8370346,0.860705,0.0102987,0.8559781,0.4432524,0.7609714,0.8537326,0.538199,0.702104,0.9966406,0.7982064,0.6864158,0.7212282,0.8673596
"GSM990361",55,0.9979251,0.8507766,0.9082548,0.8693228,0.6964316,0.8564306,0.8897835,0.3487602,0.9716563,0.4298304,0.9926802,0.7414287,0.8279396,0.005951372,0.7947885,0.7444026,0.6040305,0.9479265,0.8288142,0.8015372,0.8611683,0.8793858,0.7306125,0.7700167,0.7221211,0.8788955,0.777502,0.8405697,0.6221765,0.8254133,0.6308349,0.02337542,0.8314415,0.8813159,0.9806689,0.7583008,0.9004791,0.7446325,0.9938208,0.5180195,0.8885341,0.811519,0.8389339,0.986279,0.05115329,0.9448656,0.6846616,0.4873918,0.8762133,0.7000805,0.6576582,0.7716234,0.8427331,0.004715972,0.8121566,0.4380777,0.764906,0.8333969,0.4707749,0.757929,0.9681917,0.727933,0.6936457,0.7614252,0.8817629
"GSM990362",60,0.9841968,0.8499832,0.8857718,0.8708372,0.6703211,0.8467436,0.8862517,0.3883677,0.9834003,0.3961448,0.9977674,0.8007507,0.8095625,0.003122714,0.7949314,0.7813533,0.6293591,0.9366809,0.788111,0.8078176,0.876711,0.8882092,0.7739531,0.7435004,0.7060524,0.9270291,0.7700005,0.8615513,0.6139897,0.8178539,0.6551248,0.02654274,0.8581119,0.9123254,0.987175,0.7961314,0.8992439,0.7552719,0.9898287,0.54139541,0.8708153,0.8164904,0.8257337,0.9803755,0.05095904,0.9219763,0.6916423,0.7029288,0.9024968,0.7468987,0.3429652,0.7958184,0.8556323,0.01561761,0.8302333,0.4396539,0.7885983,0.846973,0.6236841,0.7203099,0.984101,0.7412808,0.6778674,0.7351823,0.9239419
"GSM990363",65,0.9983851,0.9071018,0.9297349,0.880439,0.6669717,0.9020723,0.8921753,0.3743801,0.993392,0.4540693,0.9975255,0.8289437,0.7800019,0.006371364,0.7591015,0.7402757,0.5977196,0.95157,0.8253936,0.8158599,0.8577403,0.8943805,0.7818589,0.7674607,0.7180713,0.900767,0.7606271,0.8434008,0.700942,0.8499077,0.6596093,0.01678391,0.8461233,0.9102123,0.9975019,0.8554384,0.8661444,0.8066636,0.9977913,0.5266583,0.8855131,0.8316687,0.8577991,0.9846578,0.06870572,0.8948298,0.7262144,0.6069581,0.9044954,0.7145867,0.4785602,0.7797265,0.8372793,0.01249301,0.8393226,0.4318117,0.7650787,0.822514,0.5108406,0.7162691,0.9973015,0.7953364,0.6862934,0.7831262,0.9241341
"GSM990364",64,0.9980434,0.9065176,0.8985255,0.8896552,0.6501793,0.8687387,0.776181,0.3571523,0.9937689,0.3874669,0.9979925,0.7255408,0.7658602,0,0.7612654,0.7292825,0.621966,0.9401125,0.8112869,0.802141,0.8938763,0.9264775,0.7497172,0.7142562,0.7032376,0.9233046,0.7672217,0.8539895,0.64855,0.8426748,0.6293893,0.02923823,0.8615882,0.9127979,0.9881629,0.7273601,0.910547,0.7585071,0.997183,0.5185814,0.8636399,0.7830243,0.8796911,0.9812552,0.06308408,0.9388984,0.7016526,0.5171477,0.8863307,0.7470939,0.6206925,0.8066986,0.8289963,0,0.8465392,0.4565525,0.753799,0.787088,0.5015008,0.701345,0.9838074,0.7535518,0.6949359,0.6985918,0.8737008
"GSM990365",57,0.9911,0.8519985,0.9323738,0.895447,0.6651528,0.8762617,0.8532286,0.3185186,0.9937135,0.387551,0.9974424,0.7797007,0.7834317,0,0.7988592,0.7660279,0.6231523,0.9678062,0.8418559,0.8120589,0.8616291,0.9188857,0.7669189,0.7720265,0.6907188,0.9029457,0.8238551,0.8581615,0.6928753,0.8554406,0.6983271,0.02457681,0.8459598,0.9214615,0.9887531,0.6697103,0.8636563,0.8108912,0.9970285,0.5380234,0.8872229,0.8358911,0.8351166,0.9856166,0.0577337,0.9173594,0.7189918,0.6332191,0.9297595,0.7753781,0.3030937,0.8160515,0.8641081,0.0511466,0.8379433,0.4363608,0.7773619,0.8702472,0.6115295,0.7780107,0.9818676,0.7656859,0.7062153,0.6676384,0.9116752
"GSM990366",63,0.9880465,0.8382453,0.9190161,0.8719956,0.6577081,0.8812313,0.8715411,0.3360689,0.9845535,0.4315106,0.9974402,0.7732027,0.7913869,0,0.8073415,0.7623835,0.6530038,0.9520817,0.8092886,0.8158926,0.8963897,0.8952993,0.7715229,0.7799376,0.7773045,0.9047832,0.7993222,0.8664097,0.6664518,0.8227849,0.664869,0.01918252,0.8803407,0.919125,0.9879864,0.7627172,0.9077869,0.7812267,0.9963589,0.5135998,0.8636345,0.7943926,0.8432495,0.9870129,0.04968407,0.9239446,0.7387876,0.4897209,0.9226899,0.7478077,0.6212038,0.8083618,0.8334963,0.03071567,0.8381002,0.4359661,0.7748609,0.8325995,0.4937583,0.7817587,0.9963526,0.7795096,0.7185992,0.7180867,0.908975
"GSM990367",40,0.9921026,0.8773475,0.920436,0.8714662,0.6464872,0.8736077,0.8629658,0.3551511,0.9927185,0.4362662,0.9968902,0.7721366,0.7707127,0.001300356,0.7908579,0.7618173,0.657555,0.957718,0.7880189,0.8124253,0.8860417,0.8979768,0.7539026,0.7522187,0.7387836,0.9203986,0.7728309,0.8704636,0.6814182,0.8338452,0.6312602,0.0155889,0.888039,0.9163593,0.9833061,0.7769264,0.879522,0.8119031,0.99511044,0.532864,0.8634796,0.7981926,0.8247195,0.981848,0.06967782,0.910388,0.78953375,0.6432335,0.8936188,0.7497185,0.237905,0.8156543,0.8275656,0.01085788,0.8350421,0.4799635,0.7657969,0.8606045,0.5457345,0.7384951,0.982882,0.7950081,0.7133531,0.7513606,0.9084823
"GSM990368",57,0.99344219,0.8757294,0.932152,0.8818919,0.6818193,0.8505957,0.8782539,0.3264118,0.9933729,0.4583215,0.9974002,0.7719993,0.8285047,0.005092304,0.7708387,0.7602164,0.6358819,0.9338269,0.8294948,0.8509806,0.8608351,0.9111611,0.7907357,0.7576923,0.7705265,0.9148926,0.8091174,0.8481383,0.7065536,0.8445368,0.6430498,0.01568836,0.8958243,0.9420428,0.9962906,0.8120878,0.8831865,0.7564766,0.9968078,0.5315581,0.8507655,0.8111043,0.8565198,0.9850227,0.0574082,0.9225618,0.8141731,0.6613147,0.8927261,0.761232,0.4699976,0.7853943,0.8428029,0.002754796,0.8158702,0.4390287,0.8111933,0.8409114,0.5774965,0.7704812,0.9842857,0.8066142,0.7565768,0.7411094,0.9168361
"GSM990369",38,0.9940442,0.8756406,0.8955585,0.885817,0.6481274,0.8816747,0.8728811,0.3605168,0.9862267,0.4912826,0.996636,0.793384,0.7443252,0,0.8058401,0.772328,0.6385895,0.9747534,0.8414279,0.8414632,0.8761436,0.902704,0.7861537,0.7219447,0.7574444,0.9097887,0.7646271,0.8469529,0.7009288,0.8241484,0.6629335,0.02691495,0.875125,0.9300925,0.9930809,0.7560734,0.8942951,0.7760437,0.9968423,0.5537835,0.8349878,0.7865714,0.8595099,0.9867563,0.04777027,0.9074368,0.7114239,0.4313606,0.8860021,0.7148626,0.4950836,0.8450051,0.8570307,0.01024189,0.8548368,0.4394528,0.7407922,0.848644,0.4408776,0.8034661,0.9961889,0.7585319,0.7183875,0.7346905,0.8873973
"GSM990370",64,0.9971868,0.8726825,0.9286433,0.8960631,0.7229423,0.9000524,0.8506304,0.4089656,0.9743346,0.462472,0.9973558,0.7757837,0.8042386,0.00042277254,0.7671235,0.7967739,0.6359098,0.9731238,0.8059783,0.7881289,0.8699998,0.9016352,0.7906152,0.7889512,0.7692938,0.9242961,0.8170736,0.8575976,0.7382289,0.8462379,0.7471223,0.02976314,0.8921151,0.9201041,0.987426,0.832688,0.9154445,0.8062857,0.9963693,0.5975859,0.8832303,0.8276017,0.8534163,0.9940892,0.0568848,0.9235414,0.8987991,0.6908413,0.8942732,0.7587682,0.2609617,0.8504258,0.8826544,0.006668572,0.8310626,0.5388806,0.7477242,0.873413,0.5966133,0.674483,0.9894188,0.7743066,0.7470309,0.8403254,0.9150701
"GSM990371",59,0.9958409,0.9150947,0.9108452,0.8693681,0.7011811,0.8845914,0.8516618,0.3350621,0.9914871,0.4436974,0.9931211,0.7778552,0.7913996,0,0.8042297,0.7965329,0.639376,0.9719132,0.8492922,0.8486992,0.881595,0.9149678,0.8145641,0.7637771,0.7685432,0.9131773,0.8299173,0.8727285,0.7358959,0.8442207,0.6904871,0.01464476,0.8994341,0.9408302,0.99621,0.8042818,0.8955316,0.8217075,0.9961134,0.5364687,0.8844809,0.8293389,0.8387008,0.9874342,0.06414393,0.9165068,0.7947002,0.579861,0.9088609,0.7701119,0.4376628,0.8408332,0.837433,0.00564613,0.8176724,0.4846992,0.7669234,0.8722946,0.5467235,0.7658188,0.995752,0.8126601,0.7488554,0.7588273,0.924636
"GSM990372",58,0.9974924,0.8909833,0.9309213,0.887661,0.6859821,0.8445165,0.8912718,0.3245175,0.9932504,0.4296888,0.9972652,0.8058138,0.8226565,0,0.7995665,0.7895615,0.6804205,0.96618,0.7925565,0.8283752,0.8647536,0.9024906,0.7980607,0.7471414,0.7720352,0.9455914,0.8131912,0.8448925,0.6811814,0.8404114,0.7214475,0.003581279,0.8722992,0.9115092,0.9948764,0.7214899,0.8700601,0.7789616,0.9967638,0.6004974,0.9061211,0.8517265,0.8555096,0.9906453,0.07064248,0.9002684,0.8477204,0.6581417,0.8810391,0.7740147,0.4659765,0.8447911,0.8764546,0,0.8460087,0.5354624,0.8022368,0.8979299,0.6175814,0.8074685,0.9963474,0.7858341,0.7338311,0.7026606,0.8941344
"GSM990373",41,0.9933147,0.8912669,0.9150357,0.8615758,0.6421936,0.869276,0.8785059,0.3238425,0.9953909,0.4524393,0.9883302,0.7973323,0.7608491,9.51879e-05,0.7389149,0.7356222,0.630717,0.9454531,0.8076915,0.8372806,0.8881334,0.9171176,0.7648795,0.7362567,0.7863945,0.91648,0.7896609,0.8524213,0.7039654,0.8594632,0.6963368,0.02460851,0.8751372,0.9394033,0.9860436,0.7541436,0.8782875,0.8032756,0.9843752,0.5493352,0.9077713,0.7917118,0.8438802,0.9850329,0.05554536,0.9170945,0.7084547,0.5669091,0.8975114,0.7795504,0.419351,0.7852131,0.8575,0.0004316672,0.7935214,0.4460355,0.8088378,0.8579786,0.5274569,0.7674894,0.9671926,0.7726021,0.7008339,0.7300063,0.9200495
"GSM990374",58,0.9867008,0.8519332,0.9146333,0.8605789,0.6510192,0.8754191,0.8432242,0.3260948,0.994242,0.4586622,0.9894289,0.7905778,0.7947445,0,0.8132246,0.7770914,0.6248729,0.9407224,0.8118955,0.7947023,0.846992,0.8873782,0.7384055,0.7046209,0.7731517,0.9167279,0.8183029,0.8757253,0.7361124,0.8483592,0.7152851,0.01894912,0.8563718,0.9399484,0.9906535,0.7444549,0.8904839,0.8091353,0.9830157,0.5219498,0.8551324,0.8261921,0.8615604,0.9861459,0.05483932,0.9207844,0.8085241,0.4678117,0.8828809,0.7269515,0.4232903,0.7987092,0.8475703,0.01264474,0.8416762,0.447233,0.7546414,0.8170805,0.471747,0.7954484,0.9823526,0.7955257,0.7635828,0.7475963,0.8995535
